,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
,,,,,,,,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,2324,Rennes,Steve Mandanda,FRA,GK,38-328,1985,22,1980,90,100.0,22.0,22,90,22,0,,0,1.55,34,26,8,0.36,,34.6,24.6,10.0,0.45,
FRA-Ligue 1,2324,Rennes,Warmed Omari,FRA,DF,23-302,2000,17,1440,85,72.7,16.0,16,87,14,1,51,1,1.41,23,17,6,0.37,0.04,24.8,18.3,6.5,0.41,-0.18
FRA-Ligue 1,2324,Strasbourg,Abakar Sylla,CIV,DF,21-056,2002,15,1227,82,62.0,13.6,13,88,11,2,44,7,1.27,17,21,-4,-0.29,0.3,19.5,17.5,2.0,0.15,0.59
FRA-Ligue 1,2324,Strasbourg,Alaa Bellaarouch,MAR,GK,22-049,2002,3,270,90,13.6,3.0,3,90,3,0,,19,0.0,3,8,-5,-1.67,-1.46,5.9,5.6,0.3,0.11,0.22
FRA-Ligue 1,2324,Strasbourg,Alexandre Pierre,HAI,GK,22-359,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
FRA-Ligue 1,2324,Strasbourg,Andrey Santos,BRA,MF,19-292,2004,1,11,11,0.6,0.1,0,,0,1,11,0,0.0,0,0,0,0.0,0.41,0.2,0.0,0.2,1.98,2.07
FRA-Ligue 1,2324,Strasbourg,Dilane Bakwa,FRA,"FW,MF",21-177,2002,21,1359,65,68.6,15.1,15,78,6,6,31,1,1.05,14,24,-10,-0.66,-0.81,17.2,19.9,-2.7,-0.18,-0.33
FRA-Ligue 1,2324,Strasbourg,Dion Moise Sahi,CIV,"MF,FW",22-061,2001,13,493,38,24.9,5.5,6,62,0,7,18,3,1.0,5,8,-3,-0.55,-0.18,7.5,7.8,-0.3,-0.05,0.03
FRA-Ligue 1,2324,Strasbourg,Eduard Sobol,UKR,DF,28-305,1995,3,25,8,1.3,0.3,0,,0,3,8,11,1.0,0,0,0,0.0,0.41,0.4,0.5,-0.1,-0.28,-0.2
FRA-Ligue 1,2324,Strasbourg,Elies Eraar Fernandez,FRA,DF,17-135,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,
FRA-Ligue 1,2324,Strasbourg,Emanuel Emegha,NED,FW,21-016,2003,18,1289,72,65.1,14.3,14,81,5,4,39,0,1.33,17,17,0,0.0,1.17,16.7,15.9,0.8,0.05,0.38
FRA-Ligue 1,2324,Strasbourg,Frederic Guilbert,FRA,"DF,MF",29-057,1994,20,1504,75,76.0,16.7,18,83,13,2,8,1,1.25,17,25,-8,-0.48,-0.29,22.3,21.4,0.9,0.05,0.55
FRA-Ligue 1,2324,Strasbourg,Gerzino Nyamsi,FRA,DF,27-028,1997,13,1092,84,55.2,12.1,13,84,12,0,,2,1.0,10,17,-7,-0.58,-0.37,13.1,15.8,-2.7,-0.22,-0.32
FRA-Ligue 1,2324,Strasbourg,Ibrahima Sissoko,MLI,MF,26-115,1997,18,963,54,48.6,10.7,10,86,8,8,13,2,1.11,15,15,0,0.0,0.8,16.9,13.4,3.5,0.32,0.78
FRA-Ligue 1,2324,Strasbourg,Ismaël Doukouré,FRA,"MF,DF",20-210,2003,16,1220,76,61.6,13.6,15,81,9,1,12,0,0.94,11,21,-10,-0.74,-0.86,13.6,18.3,-4.7,-0.35,-0.7
FRA-Ligue 1,2324,Strasbourg,Jean-Eudes Aholou,CIV,MF,29-336,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA-Ligue 1,2324,Strasbourg,Jean-Ricner Bellegarde,FRA,"MF,FW",25-237,1998,3,269,90,13.6,3.0,3,90,2,0,,0,2.0,4,4,0,0.0,0.47,5.2,2.6,2.5,0.85,1.08
FRA-Ligue 1,2324,Strasbourg,Jessy Deminguet,FRA,"MF,FW",26-043,1998,15,671,45,33.9,7.5,9,68,2,6,10,7,1.33,6,12,-6,-0.8,-0.6,7.9,8.9,-1.0,-0.14,-0.09
FRA-Ligue 1,2324,Strasbourg,Junior Mwanga,FRA,MF,20-284,2003,16,1190,74,60.1,13.2,14,82,5,2,22,4,1.13,14,22,-8,-0.61,-0.49,15.3,20.2,-4.9,-0.37,-0.74
FRA-Ligue 1,2324,Strasbourg,Jérémy Sebas,MTQ,FW,20-311,2003,4,66,17,3.3,0.7,0,,0,4,17,2,2.0,1,0,1,1.36,1.83,1.0,0.4,0.6,0.85,0.96
FRA-Ligue 1,2324,Strasbourg,Kévin Gameiro,FRA,"FW,MF",36-286,1987,17,826,49,41.7,9.2,9,71,2,8,23,2,1.24,8,15,-7,-0.76,-0.61,10.8,13.3,-2.5,-0.28,-0.34
FRA-Ligue 1,2324,Strasbourg,Lebo Mothiba,RSA,FW,28-022,1996,15,617,41,31.2,6.9,5,78,2,10,23,1,1.33,11,8,3,0.44,1.23,9.9,8.6,1.3,0.19,0.39
FRA-Ligue 1,2324,Strasbourg,Lucas Perrin,FRA,DF,25-092,1998,20,1800,90,90.9,20.0,20,90,20,0,,2,1.1,21,28,-7,-0.35,0.65,25.4,26.3,-0.9,-0.04,0.37
FRA-Ligue 1,2324,Strasbourg,Marvin Senaya,TOG,DF,23-022,2001,21,1343,64,67.8,14.9,14,85,10,7,23,0,1.14,15,23,-8,-0.54,-0.39,19.0,20.7,-1.8,-0.12,-0.12
FRA-Ligue 1,2324,Strasbourg,Matthieu Dreyer,FRA,GK,34-336,1989,0,,,,,0,,0,0,,2,,,,,,,,,,,
FRA-Ligue 1,2324,Strasbourg,Matz Sels,BEL,GK,31-358,1992,19,1710,90,86.4,19.0,19,90,19,0,,0,1.32,20,24,-4,-0.21,1.46,21.2,23.3,-2.1,-0.11,-0.22
FRA-Ligue 1,2324,Strasbourg,Mohamed Bechikh,FRA,MF,18-221,2005,1,2,2,0.1,0.0,0,,0,1,2,3,0.0,0,0,0,0.0,0.41,0.4,0.0,0.4,15.88,15.97
FRA-Ligue 1,2324,Strasbourg,Mouhamadou Diarra,FRA,"MF,FW",20-047,2004,20,1461,73,73.8,16.2,17,82,8,3,22,0,1.05,16,26,-10,-0.62,-0.79,17.3,20.4,-3.1,-0.19,-0.44
FRA-Ligue 1,2324,Strasbourg,Rabby Nzingoula,FRA,MF,18-086,2005,1,11,11,0.6,0.1,0,,0,1,11,2,0.0,0,0,0,0.0,0.41,0.2,0.0,0.2,1.98,2.07
FRA-Ligue 1,2324,Strasbourg,Saidou Sow,GUI,DF,21-230,2002,2,44,22,2.2,0.5,0,,0,2,22,8,1.5,0,0,0,0.0,0.42,0.3,0.5,-0.1,-0.25,-0.18
FRA-Ligue 1,2324,Strasbourg,Samir El Mourabet,FRA,FW,18-136,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,
FRA-Ligue 1,2324,Strasbourg,Sanjin Prcić,BIH,MF,30-091,1993,3,88,29,4.4,1.0,1,80,0,2,4,4,2.0,2,0,2,2.05,2.57,2.6,1.0,1.7,1.69,1.85
FRA-Ligue 1,2324,Strasbourg,Steven Baseya,FRA,DF,19-036,2005,1,5,5,0.3,0.1,0,,0,1,5,6,1.0,0,0,0,0.0,0.41,0.0,0.1,-0.1,-1.84,-1.76
FRA-Ligue 1,2324,Strasbourg,Thomas Delaine,FRA,"DF,MF",31-332,1992,17,1204,71,60.8,13.4,14,82,6,3,20,2,1.18,15,20,-5,-0.37,0.09,14.7,17.9,-3.3,-0.24,-0.42
FRA-Ligue 1,2324,Strasbourg,Ângelo Borges,BRA,"FW,MF",19-060,2004,20,1004,50,50.7,11.2,10,76,4,10,25,1,1.1,11,14,-3,-0.27,0.28,14.1,16.9,-2.8,-0.25,-0.35
FRA-Ligue 1,2324,Toulouse,Anthony Rouault,FRA,DF,22-266,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
FRA-Ligue 1,2324,Toulouse,Aron Dønnum,NOR,"FW,MF",25-305,1998,18,1168,65,59.0,13.0,14,76,1,4,25,0,1.0,12,19,-7,-0.54,-0.43,15.3,18.2,-2.9,-0.23,0.59
FRA-Ligue 1,2324,Toulouse,Christian Mawissa,FRA,DF,18-307,2005,8,536,67,27.1,6.0,6,81,4,2,26,8,1.63,8,9,-1,-0.17,0.27,7.6,8.5,-0.9,-0.14,0.44
FRA-Ligue 1,2324,Toulouse,Cristian Cásseres Jr.,VEN,MF,24-030,2000,20,1307,65,66.0,14.5,16,77,7,4,17,2,1.1,15,20,-5,-0.34,0.06,14.3,21.8,-7.5,-0.52,-0.14
FRA-Ligue 1,2324,Toulouse,Denis Genreau,AUS,"FW,MF",24-274,1999,8,430,54,21.7,4.8,5,75,1,3,18,6,1.0,4,6,-2,-0.42,-0.07,4.3,9.3,-5.0,-1.04,-0.73
FRA-Ligue 1,2324,Toulouse,Edhy Zuliani,ITA,MF,19-192,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA-Ligue 1,2324,Toulouse,Fares Chaïbi,ALG,"FW,MF",21-083,2002,2,58,29,2.9,0.6,0,,0,2,29,0,1.5,1,1,0,0.0,0.37,0.2,2.0,-1.8,-2.79,-2.39
FRA-Ligue 1,2324,Toulouse,Frank Magri,CMR,"FW,MF",24-168,1999,19,1109,58,56.0,12.3,11,83,5,8,24,0,1.0,11,16,-5,-0.41,-0.1,14.5,19.9,-5.5,-0.44,0.05
FRA-Ligue 1,2324,Toulouse,Gabriel Suazo,CHI,DF,26-194,1997,20,1577,79,79.6,17.5,18,85,11,2,24,0,0.95,17,26,-9,-0.51,-0.74,20.1,26.4,-6.3,-0.36,0.52
FRA-Ligue 1,2324,Toulouse,Gelabert,ESP,"FW,MF",23-111,2000,15,709,47,35.8,7.9,9,71,0,6,12,7,0.93,9,11,-2,-0.25,0.17,6.6,14.4,-7.8,-0.99,-0.81
FRA-Ligue 1,2324,Toulouse,Guillaume Restes,FRA,GK,18-345,2005,22,1980,90,100.0,22.0,22,90,22,0,,0,1.05,22,30,-8,-0.36,,24.4,34.7,-10.3,-0.47,
FRA-Ligue 1,2324,Toulouse,Ibrahim Cissoko,NED,"FW,MF",20-330,2003,9,219,24,11.1,2.4,2,59,0,7,15,2,0.33,2,2,0,0.0,0.41,2.9,3.1,-0.2,-0.06,0.46
FRA-Ligue 1,2324,Toulouse,Kévin Keben Biakolo,CMR,DF,20-024,2004,2,126,63,6.4,1.4,2,63,0,0,,10,0.5,2,1,1,0.71,1.15,0.5,2.5,-1.9,-1.38,-0.97
FRA-Ligue 1,2324,Toulouse,Logan Costa,CPV,DF,22-324,2001,19,1570,83,79.3,17.4,17,89,16,2,32,0,0.89,17,21,-4,-0.23,0.65,19.1,27.6,-8.5,-0.49,-0.1
FRA-Ligue 1,2324,Toulouse,Mamady Bangré,BFA,"FW,MF",22-249,2001,8,101,13,5.1,1.1,0,,0,8,13,6,0.75,1,1,0,0.0,0.38,1.6,2.1,-0.5,-0.44,0.03
FRA-Ligue 1,2324,Toulouse,Mikkel Desler,DEN,DF,29-000,1995,18,1267,70,64.0,14.1,15,79,8,3,26,1,1.11,15,16,-1,-0.07,0.81,16.9,19.1,-2.3,-0.16,0.85
FRA-Ligue 1,2324,Toulouse,Moussa Diarra,MLI,DF,23-101,2000,15,847,56,42.8,9.4,9,82,6,6,18,4,0.93,9,13,-4,-0.43,-0.11,8.2,17.6,-9.3,-0.99,-0.91
FRA-Ligue 1,2324,Toulouse,Naatan Skyttä,FIN,"MF,FW",21-288,2002,6,95,16,4.8,1.1,0,,0,6,16,1,0.67,1,1,0,0.0,0.38,2.5,2.6,0.0,-0.01,0.48
FRA-Ligue 1,2324,Toulouse,Nicolas Wasbauer,FRA,DF,19-230,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA-Ligue 1,2324,Toulouse,Niklas Schmidt,GER,MF,25-355,1998,15,1024,68,51.7,11.4,12,80,5,3,20,1,0.93,11,16,-5,-0.44,-0.16,14.2,16.7,-2.5,-0.22,0.52
FRA-Ligue 1,2324,Toulouse,Noah Edjouma,FRA,FW,18-138,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
FRA-Ligue 1,2324,Toulouse,Noah Lahmadi,FRA,MF,19-045,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
FRA-Ligue 1,2324,Toulouse,Oliver Zandén,SWE,DF,22-189,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA-Ligue 1,2324,Toulouse,Rasmus Nicolaisen,DEN,DF,26-340,1997,22,1980,90,100.0,22.0,22,90,22,0,,0,1.05,22,30,-8,-0.36,,24.4,34.7,-10.3,-0.47,
FRA-Ligue 1,2324,Toulouse,Shavy Babicka,GAB,FW,23-263,2000,4,227,57,11.5,2.5,3,75,1,1,3,0,1.5,4,5,-1,-0.4,-0.04,2.9,2.3,0.6,0.25,0.81
FRA-Ligue 1,2324,Toulouse,Stijn Spierings,NED,MF,27-344,1996,13,975,75,49.2,10.8,10,89,9,3,28,2,0.85,10,14,-4,-0.37,-0.01,13.4,15.8,-2.4,-0.22,0.48
FRA-Ligue 1,2324,Toulouse,Thijs Dallinga,NED,FW,23-200,2000,21,1517,72,76.6,16.9,17,83,10,4,28,0,1.1,17,23,-6,-0.36,0.03,19.1,27.1,-8.0,-0.47,-0.02
FRA-Ligue 1,2324,Toulouse,Vincent Sierro,SUI,MF,28-134,1995,20,1432,72,72.3,15.9,16,84,10,4,22,1,1.15,15,22,-7,-0.44,-0.28,16.4,23.5,-7.0,-0.44,0.1
FRA-Ligue 1,2324,Toulouse,Waren Kamanzi,NOR,"DF,FW",23-100,2000,14,559,40,28.2,6.2,6,69,2,8,18,7,1.14,4,11,-7,-1.13,-1.06,6.5,11.8,-5.3,-0.85,-0.54
FRA-Ligue 1,2324,Toulouse,Yanis Begraoui,MAR,"FW,MF",22-230,2001,14,300,21,15.2,3.3,3,61,0,11,11,2,0.86,3,7,-4,-1.2,-0.99,3.3,8.5,-5.1,-1.55,-1.27
FRA-Ligue 1,2324,Toulouse,Yann Gboho,FRA,"MF,FW",23-036,2001,5,291,58,14.7,3.2,3,83,1,2,21,0,1.8,6,4,2,0.62,1.15,5.4,3.4,2.0,0.62,1.27
FRA-Ligue 1,2324,Toulouse,Ylies Aradj,FRA,DF,18-259,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,
FRA-Ligue 1,2324,Toulouse,Zakaria Aboukhlal,MAR,"MF,FW",24-001,2000,5,376,75,19.0,4.2,4,86,1,1,32,0,1.2,4,5,-1,-0.24,0.15,3.4,8.1,-4.7,-1.12,-0.8
FRA-Ligue 1,2324,Toulouse,Álex Domínguez,ESP,GK,25-204,1998,0,,,,,0,,0,0,,22,,,,,,,,,,,
GER-Bundesliga,2324,Augsburg,Arne Engels,BEL,"MF,DF",20-164,2003,20,931,47,47.0,10.3,9,77,2,11,22,0,1.15,17,17,0,0.0,0.77,17.1,18.9,-1.8,-0.18,0.23
GER-Bundesliga,2324,Augsburg,Arne Maier,GER,"MF,DF",25-042,1999,10,139,14,7.0,1.5,0,,0,10,14,5,0.6,3,2,1,0.65,1.14,3.6,2.9,0.8,0.5,0.85
GER-Bundesliga,2324,Augsburg,David Čolina,CRO,DF,23-215,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
GER-Bundesliga,2324,Augsburg,Dion Drena Beljo,CRO,"FW,MF",21-355,2002,16,439,27,22.2,4.9,3,74,1,13,17,3,1.0,8,12,-4,-0.82,-0.53,6.8,11.5,-4.7,-0.97,-0.86
GER-Bundesliga,2324,Augsburg,Elvis Rexhbeçaj,GER,MF,26-110,1997,22,1843,84,93.1,20.5,22,84,14,0,,0,1.05,28,38,-10,-0.49,-1.15,25.5,33.0,-7.5,-0.37,-1.0
GER-Bundesliga,2324,Augsburg,Ermedin Demirović,BIH,"MF,FW",25-331,1998,22,1912,87,96.6,21.2,22,87,15,0,,0,1.05,30,37,-7,-0.33,2.32,29.4,32.9,-3.5,-0.17,3.77
GER-Bundesliga,2324,Augsburg,Finn Dahmen,GER,GK,25-329,1998,22,1980,90,100.0,22.0,22,90,22,0,,0,1.05,31,40,-9,-0.41,,30.0,36.5,-6.5,-0.3,
GER-Bundesliga,2324,Augsburg,Frederik Winther,DEN,DF,23-046,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
GER-Bundesliga,2324,Augsburg,Fredrik Jensen,FIN,"MF,FW",26-163,1997,17,1008,59,50.9,11.2,13,72,0,4,19,2,1.12,17,19,-2,-0.18,0.47,13.0,16.8,-3.8,-0.34,-0.09
GER-Bundesliga,2324,Augsburg,Iago,BRA,"DF,FW",26-333,1997,16,1037,65,52.4,11.5,11,81,6,5,29,0,1.25,15,14,1,0.09,1.04,14.9,16.2,-1.3,-0.11,0.39
GER-Bundesliga,2324,Augsburg,Irvin Cardona,FRA,"MF,DF",26-195,1997,3,54,18,2.7,0.6,0,,0,3,18,1,0.33,2,1,1,1.67,2.13,1.1,1.4,-0.3,-0.55,-0.26
GER-Bundesliga,2324,Augsburg,Japhet Tanganga,ENG,DF,24-325,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2324,Augsburg,Jeffrey Gouweleeuw,NED,DF,32-224,1991,19,1620,85,81.8,18.0,18,88,17,1,45,0,1.11,24,27,-3,-0.17,1.33,24.7,28.0,-3.3,-0.18,0.61
GER-Bundesliga,2324,Augsburg,Kevin Mbabu,SUI,DF,28-306,1995,16,1237,77,62.5,13.7,13,86,9,3,41,1,0.94,13,22,-9,-0.65,-0.65,17.2,21.7,-4.5,-0.33,-0.09
GER-Bundesliga,2324,Augsburg,Kristijan Jakić,CRO,MF,26-281,1997,5,381,76,19.2,4.2,4,88,3,1,31,0,1.0,4,7,-3,-0.71,-0.37,5.0,7.1,-2.0,-0.48,-0.23
GER-Bundesliga,2324,Augsburg,Mads Pedersen,DEN,DF,27-171,1996,19,1186,62,59.9,13.2,13,80,8,6,23,2,1.0,22,27,-5,-0.38,0.07,21.1,23.4,-2.2,-0.17,0.31
GER-Bundesliga,2324,Augsburg,Masaya Okugawa,JPN,"FW,DF",27-311,1996,2,32,16,1.6,0.4,0,,0,2,16,3,1.5,2,0,2,5.63,6.13,0.7,0.8,-0.1,-0.38,-0.08
GER-Bundesliga,2324,Augsburg,Maximilian Bauer,GER,DF,24-010,2000,8,493,62,24.9,5.5,5,90,5,3,14,9,1.25,9,14,-5,-0.91,-0.67,9.8,9.9,-0.1,-0.01,0.38
GER-Bundesliga,2324,Augsburg,Mergim Berisha,GER,FW,25-284,1998,2,122,61,6.2,1.4,2,61,0,0,,0,0.5,3,5,-2,-1.48,-1.14,2.4,2.4,0.0,-0.03,0.28
GER-Bundesliga,2324,Augsburg,Mert Kömür,GER,MF,18-217,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
GER-Bundesliga,2324,Augsburg,Nathanael Mbuku,FRA,FW,21-340,2002,1,5,5,0.3,0.1,0,,0,1,5,5,0.0,0,0,0,0.0,0.41,0.1,0.2,-0.1,-2.52,-2.23
GER-Bundesliga,2324,Augsburg,Niklas Dorsch,GER,MF,26-035,1998,15,1141,76,57.6,12.7,14,81,8,1,2,4,1.2,18,26,-8,-0.63,-0.52,16.8,22.5,-5.6,-0.44,-0.35
GER-Bundesliga,2324,Augsburg,Ohis Felix Uduokhai,GER,DF,26-163,1997,21,1841,88,93.0,20.5,21,88,19,0,,0,1.05,30,39,-9,-0.44,-0.44,26.0,33.9,-7.9,-0.39,-1.28
GER-Bundesliga,2324,Augsburg,Patric Pfeiffer,GER,DF,24-183,1999,6,371,62,18.7,4.1,4,81,2,2,23,10,0.67,2,9,-7,-1.7,-1.59,4.3,5.7,-1.5,-0.35,-0.07
GER-Bundesliga,2324,Augsburg,Pep Biel,ESP,"MF,FW",27-167,1996,3,99,33,5.0,1.1,0,,0,3,33,0,0.67,1,0,1,0.91,1.39,2.0,1.8,0.3,0.25,0.57
GER-Bundesliga,2324,Augsburg,Phillip Tietz,GER,FW,26-225,1997,22,1448,66,73.1,16.1,19,71,2,3,30,0,1.05,24,27,-3,-0.19,0.83,20.6,24.6,-4.0,-0.25,0.17
GER-Bundesliga,2324,Augsburg,Robert Gumny,POL,DF,25-260,1998,13,481,37,24.3,5.3,6,64,2,7,14,6,0.85,9,9,0,0.0,0.54,8.2,10.0,-1.8,-0.34,-0.05
GER-Bundesliga,2324,Augsburg,Ruben Vargas,SUI,"MF,FW",25-198,1998,20,1207,60,61.0,13.4,14,75,2,6,26,0,1.0,16,28,-12,-0.89,-1.24,15.2,22.3,-7.1,-0.53,-0.6
GER-Bundesliga,2324,Augsburg,Sven Michel,GER,"FW,MF",33-219,1990,15,480,32,24.2,5.3,5,64,0,10,16,3,1.13,11,13,-2,-0.37,0.05,10.2,10.1,0.1,0.02,0.42
GER-Bundesliga,2324,Augsburg,Tim Breithaupt,GER,MF,22-012,2002,10,259,26,13.1,2.9,2,71,0,8,15,9,1.1,2,7,-5,-1.74,-1.53,3.9,6.2,-2.3,-0.8,-0.58
GER-Bundesliga,2324,Augsburg,Tomáš Koubek,CZE,GK,31-177,1992,0,,,,,0,,0,0,,22,,,,,,,,,,,
GER-Bundesliga,2324,Bayern Munich,Adam Aznou,ESP,DF,17-262,2006,0,,,,,0,,0,0,,4,,,,,,,,,,,
GER-Bundesliga,2324,Bayern Munich,Aleksandar Pavlovic,GER,MF,19-292,2004,10,555,56,28.0,6.2,6,82,3,4,16,6,2.7,18,8,10,1.62,-0.02,14.7,6.6,8.0,1.3,-0.67
GER-Bundesliga,2324,Bayern Munich,Alphonso Davies,CAN,DF,23-109,2000,18,1417,79,71.6,15.7,17,82,11,1,16,2,2.44,47,15,32,2.03,1.39,41.9,14.0,28.0,1.78,-0.01
GER-Bundesliga,2324,Bayern Munich,Benjamin Pavard,FRA,DF,27-328,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2324,Bayern Munich,Bouna Sarr,SEN,DF,32-019,1992,2,106,53,5.4,1.2,1,90,1,1,16,8,3.0,4,2,2,1.7,0.07,2.0,1.5,0.5,0.39,-1.47
GER-Bundesliga,2324,Bayern Munich,Bryan Zaragoza,ESP,MF,22-300,2001,1,28,28,1.4,0.3,0,,0,1,28,1,0.0,1,1,0,0.0,-1.66,1.7,1.0,0.7,2.36,0.59
GER-Bundesliga,2324,Bayern Munich,Daniel Peretz,ISR,GK,23-224,2000,0,,,,,0,,0,0,,9,,,,,,,,,,,
GER-Bundesliga,2324,Bayern Munich,Dayot Upamecano,FRA,DF,25-115,1998,18,1377,77,69.5,15.3,16,81,11,2,44,0,2.11,32,17,15,0.98,-2.15,37.6,10.8,26.8,1.75,-0.11
GER-Bundesliga,2324,Bayern Munich,Eric Dier,ENG,DF,30-035,1994,5,327,65,16.5,3.6,3,90,3,2,29,1,1.8,8,6,2,0.55,-1.3,7.3,5.3,2.0,0.56,-1.46
GER-Bundesliga,2324,Bayern Munich,Eric Maxim Choupo-Moting,CMR,"MF,FW",34-333,1989,19,415,22,21.0,4.6,4,70,1,15,9,3,2.16,17,12,5,1.08,-0.7,17.1,5.7,11.4,2.47,0.88
GER-Bundesliga,2324,Bayern Munich,Frans Krätzig,GER,DF,21-036,2003,4,56,14,2.8,0.6,0,,0,4,14,16,3.0,6,0,6,9.64,8.24,3.2,0.1,3.1,4.82,3.13
GER-Bundesliga,2324,Bayern Munich,Harry Kane,ENG,FW,30-206,1993,22,1948,89,98.4,21.6,22,89,18,0,,0,2.27,57,24,33,1.52,-6.91,56.4,17.9,38.5,1.78,-0.3
GER-Bundesliga,2324,Bayern Munich,Jamal Musiala,GER,"MF,FW",20-358,2003,17,1248,73,63.0,13.9,14,84,3,3,23,1,2.06,35,13,22,1.59,-0.13,33.2,12.9,20.3,1.46,-0.86
GER-Bundesliga,2324,Bayern Munich,Joshua Kimmich,GER,MF,29-011,1995,16,1192,75,60.2,13.2,15,77,9,1,31,0,2.0,30,15,15,1.13,-1.27,33.5,8.4,25.1,1.9,0.29
GER-Bundesliga,2324,Bayern Munich,Kim Min-jae,KOR,DF,27-096,1996,17,1497,88,75.6,16.6,17,88,15,0,,0,2.24,48,20,28,1.68,0.19,45.1,13.2,31.9,1.92,0.56
GER-Bundesliga,2324,Bayern Munich,Kingsley Coman,FRA,FW,27-251,1996,15,1036,69,52.3,11.5,14,73,2,1,18,1,2.47,30,10,20,1.74,0.21,30.9,6.8,24.1,2.09,0.65
GER-Bundesliga,2324,Bayern Munich,Konrad Laimer,AUT,"DF,MF",26-268,1997,18,1268,70,64.0,14.1,13,87,9,5,27,0,2.44,42,11,31,2.2,1.57,40.0,9.5,30.6,2.17,1.07
GER-Bundesliga,2324,Bayern Munich,Leon Goretzka,GER,MF,29-013,1995,18,1300,72,65.7,14.4,15,83,10,3,18,0,2.11,32,20,12,0.83,-2.35,34.6,13.8,20.8,1.44,-0.99
GER-Bundesliga,2324,Bayern Munich,Leroy Sané,GER,FW,28-039,1996,22,1862,85,94.0,20.7,21,87,16,1,28,0,2.27,58,21,37,1.79,2.55,55.0,16.4,38.6,1.87,1.4
GER-Bundesliga,2324,Bayern Munich,Lovro Zvonarek,CRO,MF,18-287,2005,1,1,1,0.1,0.0,0,,0,1,1,6,3.0,0,0,0,0.0,-1.64,0.0,0.0,0.0,0.0,-1.78
GER-Bundesliga,2324,Bayern Munich,Manuel Neuer,GER,GK,37-329,1986,14,1260,90,63.6,14.0,14,90,14,0,,0,2.14,35,18,17,1.21,-1.16,36.7,13.3,23.5,1.68,-0.29
GER-Bundesliga,2324,Bayern Munich,Mathys Tel,FRA,"FW,MF",18-298,2005,18,389,22,19.6,4.3,0,,0,18,22,4,2.28,17,7,10,2.31,0.84,13.0,6.5,6.5,1.5,-0.35
GER-Bundesliga,2324,Bayern Munich,Matthijs de Ligt,NED,DF,24-191,1999,14,819,59,41.4,9.1,9,83,7,5,14,2,2.43,30,10,20,2.2,0.96,26.0,10.3,15.7,1.73,-0.1
GER-Bundesliga,2324,Bayern Munich,Noel Nkili,GER,MF,18-089,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
GER-Bundesliga,2324,Bayern Munich,Noussair Mazraoui,MAR,DF,26-097,1997,14,1003,72,50.7,11.1,13,75,8,1,30,1,2.21,38,11,27,2.42,1.59,31.6,8.7,22.9,2.06,0.56
GER-Bundesliga,2324,Bayern Munich,Raphaël Guerreiro,POR,"MF,DF",30-059,1993,12,714,60,36.1,7.9,7,83,4,5,27,1,1.83,17,12,5,0.63,-1.57,18.1,8.4,9.8,1.23,-0.86
GER-Bundesliga,2324,Bayern Munich,Ryan Gravenberch,NED,FW,21-279,2002,1,10,10,0.5,0.1,0,,0,1,10,1,3.0,0,1,-1,-9.0,-10.69,0.6,0.3,0.3,2.46,0.68
GER-Bundesliga,2324,Bayern Munich,Sacha Boey,FRA,DF,23-159,2000,2,109,55,5.5,1.2,1,80,0,1,29,0,1.5,2,2,0,0.0,-1.73,1.2,1.2,-0.1,-0.06,-1.94
GER-Bundesliga,2324,Bayern Munich,Serge Gnabry,GER,"FW,MF",28-220,1995,5,226,45,11.4,2.5,3,66,0,2,14,3,2.0,7,1,6,2.39,0.85,6.3,1.2,5.1,2.03,0.28
GER-Bundesliga,2324,Bayern Munich,Sven Ulreich,GER,GK,35-200,1988,8,720,90,36.4,8.0,8,90,8,0,,12,2.5,26,7,19,2.37,1.16,21.4,5.7,15.8,1.97,0.29
