Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls Std,Ast Std,G+A Std,G-PK Std,PK Std,PKatt Std,CrdY Std,CrdR Std,xG Std,npxG Std,xAG Std,npxG+xAG Std,PrgC Std,PrgP Std,PrgR Std,Gls.1 Std,Ast.1 Std,G+A.1 Std,G-PK.1 Std,G+A-PK Std,xG.1 Std,xAG.1 Std,xG+xAG Std,npxG.1 Std,npxG+xAG.1 Std,Matches Std,Gls St,Sh St,SoT St,SoT% St,Sh/90 St,SoT/90 St,G/Sh St,G/SoT St,Dist St,FK St,PK St,PKatt St,xG St,npxG St,npxG/Sh St,G-xG St,np:G-xG St,Matches St,Cmp Pass,Att Pass,Cmp% Pass,TotDist Pass,PrgDist Pass,Cmp.1 Pass,Att.1 Pass,Cmp%.1 Pass,Cmp.2 Pass,Att.2 Pass,Cmp%.2 Pass,Cmp.3 Pass,Att.3 Pass,Cmp%.3 Pass,Ast Pass,xAG Pass,xA Pass,A-xAG Pass,KP Pass,1/3 Pass,PPA Pass,CrsPA Pass,PrgP Pass,Matches Pass,Att Pt,Live Pt,Dead Pt,FK Pt,TB Pt,Sw Pt,Crs Pt,TI Pt,CK Pt,In Pt,Out Pt,Str Pt,Cmp Pt,Off Pt,Blocks Pt,Matches Pt,SCA Gca,SCA90 Gca,PassLive Gca,PassDead Gca,TO Gca,Sh Gca,Fld Gca,Def Gca,GCA Gca,GCA90 Gca,PassLive.1 Gca,PassDead.1 Gca,TO.1 Gca,Sh.1 Gca,Fld.1 Gca,Def.1 Gca,Matches Gca,Tkl Def,TklW Def,Def 3rd Def,Mid 3rd Def,Att 3rd Def,Tkl.1 Def,Att Def,Tkl% Def,Lost Def,Blocks Def,Sh Def,Pass Def,Int Def,Tkl+Int Def,Clr Def,Err Def,Matches Def,Touches Poss,Def Pen Poss,Def 3rd Poss,Mid 3rd Poss,Att 3rd Poss,Att Pen Poss,Live Poss,Att Poss,Succ Poss,Succ% Poss,Tkld Poss,Tkld% Poss,Carries Poss,TotDist Poss,PrgDist Poss,PrgC Poss,1/3 Poss,CPA Poss,Mis Poss,Dis Poss,Rec Poss,PrgR Poss,Matches Poss,Mn/MP Play,Min% Play,Mn/Start Play,Compl Play,Subs Play,Mn/Sub Play,unSub Play,PPM Play,onG Play,onGA Play,+/- Play,+/-90 Play,On-Off Play,onxG Play,onxGA Play,xG+/- Play,xG+/-90 Play,On-Off.1 Play,Matches Play,CrdY Misc,CrdR Misc,2CrdY Misc,Fls Misc,Fld Misc,Off Misc,Crs Misc,Int Misc,TklW Misc,PKwon Misc,PKcon Misc,OG Misc,Recov Misc,Won Misc,Lost Misc,Won% Misc,Matches Misc,League Name,League ID,Season
271,Adri Bosch,es ESP,DF,Granada,es La Liga,22,2001,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,11,14,78.6,211,61,6,7,85.7,2,2,100.0,3,5,60.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches,14,13,1,1,0,0,0,0,0,0,0,0,11,0,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches,17,2,10,8,0,0,17,0,0,,0,,8,86,43,1,0,0,0,0,9,1,Matches,26,2.1,,0,1,26,9,0.00,2,2,0,0.00,+1.02,0.7,1.6,-0.9,-3.16,-2.48,Matches,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0.0,Matches,Big-5-European-Leagues,Big5,2023-2024
272,Erik Botheim,no NOR,"FW,MF",Salernitana,it Serie A,23,2000,7,4,316,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,5,9,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,0,1,0,0.0,0.28,0.00,0.00,,15.8,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,48,65,73.8,653,76,32,41,78.0,12,14,85.7,1,2,50.0,0,0.0,0.1,0.0,0,2,1,0,5,Matches,65,61,4,0,0,1,1,0,0,0,0,0,48,0,1,Matches,1,0.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2,0,2,0,0,0,1,0.0,1,3,0,3,0,2,2,0,Matches,86,2,11,49,27,7,86,4,1,25.0,2,50.0,47,189,52,3,1,2,3,0,57,9,Matches,45,27.0,64,0,3,21,5,0.43,2,7,-5,-1.42,-0.37,1.9,4.5,-2.6,-0.75,+0.38,Matches,1,0,0,2,11,0,1,0,0,0,0,0,7,2,17,10.5,Matches,Big-5-European-Leagues,Big5,2023-2024
273,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,23,2000,5,5,446,5.0,1,1,2,1,0,0,1,0,0.3,0.3,0.7,1.0,0,9,2,0.20,0.20,0.40,0.20,0.40,0.06,0.14,0.20,0.06,0.20,Matches,1,5,1,20.0,1.01,0.20,0.20,1.00,11.1,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches,322,349,92.3,5590,2275,134,145,92.4,159,168,94.6,26,31,83.9,1,0.7,0.3,+0.3,2,15,0,0,9,Matches,349,336,13,10,0,2,0,1,0,0,0,0,322,0,1,Matches,4,0.81,3,0,0,1,0,0,1,0.20,1,0,0,0,0,0,Matches,6,5,4,2,0,3,4,75.0,1,4,3,1,4,10,16,1,Matches,387,62,216,163,9,8,387,0,0,,0,,250,944,384,0,2,0,1,0,275,2,Matches,89,38.1,89,4,0,,0,1.80,15,3,+12,+2.42,+1.80,10.6,4.7,+5.9,+1.18,+0.44,Matches,1,0,0,2,2,1,0,4,5,0,0,0,31,12,6,66.7,Matches,Big-5-European-Leagues,Big5,2023-2024
274,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,16,2007,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8,8,100.0,109,41,6,6,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,1,0,Matches,13,1,6,8,0,0,13,0,0,,0,,9,31,6,0,0,0,3,1,5,0,Matches,24,2.1,,0,1,24,4,3.00,0,0,0,0.00,-0.47,0.0,0.2,-0.2,-0.75,-1.19,Matches,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,,Matches,Big-5-European-Leagues,Big5,2023-2024
275,Badredine Bouanani,dz ALG,FW,Nice,fr Ligue 1,18,2004,5,1,118,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,8,0,19,0.00,0.00,0.00,0.00,0.00,0.16,0.11,0.27,0.16,0.27,Matches,0,4,1,25.0,3.05,0.76,0.00,0.00,16.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,41,54,75.9,724,137,19,26,73.1,14,17,82.4,7,9,77.8,0,0.1,0.2,-0.1,4,0,2,2,0,Matches,54,54,0,0,0,1,6,0,0,0,0,0,41,0,3,Matches,6,4.58,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3,2,1,1,1,3,4,75.0,1,4,0,4,2,5,0,0,Matches,79,0,7,23,49,9,79,8,3,37.5,4,50.0,61,450,183,8,6,1,2,0,55,19,Matches,24,10.1,59,0,4,15,8,1.40,0,0,0,0.00,-0.86,1.3,0.7,+0.6,+0.46,-0.14,Matches,0,0,0,3,3,0,6,2,2,0,0,0,7,0,1,0.0,Matches,Big-5-European-Leagues,Big5,2023-2024
276,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,24,1999,11,6,610,6.8,2,0,2,2,0,0,3,0,2.1,2.1,0.4,2.5,12,24,20,0.30,0.00,0.30,0.30,0.30,0.31,0.06,0.37,0.31,0.37,Matches,2,10,4,40.0,1.48,0.59,0.20,0.50,13.5,0,0,0,2.1,2.1,0.21,-0.1,-0.1,Matches,208,245,84.9,3019,689,114,126,90.5,76,86,88.4,8,16,50.0,0,0.4,0.3,-0.4,6,16,4,0,24,Matches,245,239,4,2,1,0,10,0,1,0,0,0,208,2,6,Matches,12,1.77,9,1,0,1,1,0,1,0.15,1,0,0,0,0,0,Matches,17,8,5,10,2,10,14,71.4,4,4,0,4,4,21,3,0,Matches,325,8,56,192,82,18,325,19,8,42.1,10,52.6,243,1347,584,12,7,4,16,3,225,20,Matches,55,52.1,89,5,5,15,0,2.09,7,2,+5,+0.74,-0.07,9.2,4.1,+5.1,+0.75,+0.34,Matches,3,0,0,8,11,0,10,4,8,1,0,0,31,8,10,44.4,Matches,Big-5-European-Leagues,Big5,2023-2024
277,Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,32,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,20,31,64.5,673,573,5,5,100.0,6,7,85.7,9,19,47.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches,31,21,10,3,0,0,0,0,0,0,0,0,20,0,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,31,25,30,1,0,0,31,0,0,,0,,16,77,64,0,0,0,0,0,16,0,Matches,90,7.7,90,1,0,,0,0.00,1,2,-1,-1.00,-1.08,0.7,1.1,-0.4,-0.40,-0.03,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Big-5-European-Leagues,Big5,2023-2024
278,Mehdi Bourabia,ma MAR,MF,Frosinone,it Serie A,32,1991,6,1,92,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,4,5,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,0,2,0,0.0,1.96,0.00,0.00,,17.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,40,52,76.9,512,120,27,31,87.1,10,12,83.3,1,5,20.0,0,0.0,0.0,0.0,0,4,0,0,4,Matches,52,52,0,0,1,0,1,0,0,0,0,0,40,0,2,Matches,1,0.97,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,Matches,63,3,15,38,10,1,63,1,0,0.0,1,100.0,37,159,69,1,1,0,2,0,40,5,Matches,15,7.9,60,0,5,6,4,1.33,1,5,-4,-3.91,-4.08,0.4,2.6,-2.2,-2.12,-1.88,Matches,1,0,0,1,0,1,1,0,0,0,0,0,8,1,1,50.0,Matches,Big-5-European-Leagues,Big5,2023-2024
279,Benjamin Bourigeaud,fr FRA,MF,Rennes,fr Ligue 1,29,1994,13,13,1054,11.7,3,2,5,1,2,2,1,0,2.9,1.4,3.1,4.4,11,86,56,0.26,0.17,0.43,0.09,0.26,0.25,0.26,0.51,0.12,0.38,Matches,3,17,4,23.5,1.45,0.34,0.06,0.25,21.7,6,2,2,2.9,1.4,0.08,+0.1,-0.4,Matches,575,728,79.0,11023,3346,207,242,85.5,276,332,83.1,77,128,60.2,2,3.1,2.5,-1.1,35,63,16,3,86,Matches,728,644,83,27,1,4,73,16,36,14,20,0,575,1,11,Matches,56,4.78,38,15,0,3,0,0,4,0.34,2,1,0,1,0,0,Matches,16,9,9,5,2,7,21,33.3,14,12,1,11,11,27,18,0,Matches,834,33,145,421,270,24,832,9,3,33.3,6,66.7,606,2848,1055,11,17,3,13,7,580,56,Matches,81,90.1,81,7,0,,0,1.15,18,17,+1,+0.09,-0.69,17.3,15.7,+1.6,+0.14,-0.84,Matches,1,0,0,3,9,1,73,11,9,0,0,0,44,5,7,41.7,Matches,Big-5-European-Leagues,Big5,2023-2024
280,Bilal Boutobba,fr FRA,"MF,FW",Clermont Foot,fr Ligue 1,25,1998,11,1,167,1.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,3,7,22,0.00,0.00,0.00,0.00,0.00,0.17,0.05,0.22,0.17,0.22,Matches,0,6,1,16.7,3.23,0.54,0.00,0.00,21.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,70,105,66.7,1040,360,42,52,80.8,18,26,69.2,6,17,35.3,0,0.1,0.3,-0.1,3,9,4,4,7,Matches,105,92,13,3,0,0,27,2,8,7,1,0,70,0,5,Matches,8,4.29,5,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,6,3,2,3,1,2,5,40.0,3,2,0,2,2,8,0,0,Matches,135,0,13,54,71,6,135,11,3,27.3,6,54.5,94,539,176,3,5,0,5,5,90,22,Matches,15,15.5,74,0,10,9,1,0.82,1,4,-3,-1.62,-1.03,3.2,3.0,+0.3,+0.15,+0.71,Matches,1,0,0,3,7,0,27,2,3,0,0,0,13,3,3,50.0,Matches,Big-5-European-Leagues,Big5,2023-2024
281,Edoardo Bove,it ITA,MF,Roma,it Serie A,21,2002,11,7,686,7.6,0,2,2,0,0,0,1,0,0.8,0.8,0.4,1.2,6,26,19,0.00,0.26,0.26,0.00,0.26,0.10,0.05,0.15,0.10,0.15,Matches,0,9,2,22.2,1.18,0.26,0.00,0.00,18.1,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches,240,295,81.4,3791,988,125,149,83.9,89,100,89.0,16,24,66.7,2,0.4,0.4,+1.6,7,23,9,1,26,Matches,295,292,2,2,0,2,4,0,0,0,0,0,240,1,6,Matches,16,2.10,15,0,0,0,1,0,2,0.26,2,0,0,0,0,0,Matches,27,12,6,17,4,13,21,61.9,8,11,1,10,5,32,3,1,Matches,378,7,66,218,96,16,378,8,4,50.0,3,37.5,208,886,303,6,7,0,12,10,251,19,Matches,62,58.6,77,2,4,37,2,1.82,14,7,+7,+0.92,+0.36,10.9,6.8,+4.1,+0.54,+0.12,Matches,1,0,0,17,12,0,4,5,12,0,0,0,39,12,14,46.2,Matches,Big-5-European-Leagues,Big5,2023-2024
282,Jarrod Bowen,eng ENG,FW,West Ham,eng Premier League,26,1996,12,12,1079,12.0,8,1,9,8,0,0,1,0,4.9,4.9,1.8,6.7,26,17,67,0.67,0.08,0.75,0.67,0.75,0.40,0.15,0.56,0.40,0.56,Matches,8,33,15,45.5,2.75,1.25,0.24,0.53,13.4,0,0,0,4.9,4.9,0.15,+3.1,+3.1,Matches,182,263,69.2,2478,621,107,126,84.9,53,73,72.6,10,20,50.0,1,1.8,1.3,-0.8,9,12,0,0,17,Matches,263,246,16,0,1,2,29,2,8,8,0,0,182,1,19,Matches,32,2.67,19,4,4,3,1,1,5,0.42,4,0,0,0,0,1,Matches,17,11,7,5,5,7,13,53.8,6,14,2,12,9,26,8,0,Matches,403,8,57,143,209,65,403,37,19,51.4,14,37.8,236,1430,656,26,10,14,25,18,266,67,Matches,90,92.2,90,11,0,,0,1.42,21,22,-1,-0.08,-1.07,17.6,22.2,-4.6,-0.38,-0.10,Matches,1,0,0,8,14,7,29,9,11,0,0,0,43,17,32,34.7,Matches,Big-5-European-Leagues,Big5,2023-2024
283,Lucas Boyé,ar ARG,FW,Granada,es La Liga,27,1996,10,10,810,9.0,3,2,5,3,0,0,3,1,2.2,2.2,0.8,3.0,12,21,35,0.33,0.22,0.56,0.33,0.56,0.24,0.09,0.34,0.24,0.33,Matches,3,20,5,25.0,2.22,0.56,0.15,0.60,12.0,0,0,0,2.2,2.2,0.11,+0.8,+0.8,Matches,138,185,74.6,1847,385,88,106,83.0,36,50,72.0,7,9,77.8,2,0.8,0.5,+1.2,11,15,4,0,21,Matches,185,159,23,0,1,0,4,0,0,0,0,0,138,3,5,Matches,33,3.67,19,0,9,4,1,0,5,0.56,3,0,2,0,0,0,Matches,16,8,4,9,3,4,11,36.4,7,12,1,11,2,18,17,0,Matches,365,20,42,183,147,43,365,58,25,43.1,31,53.4,206,1170,423,12,22,9,40,24,223,35,Matches,81,64.3,81,4,0,,0,0.40,12,21,-9,-1.00,0.00,10.2,16.8,-6.6,-0.73,0.00,Matches,3,1,0,24,13,3,4,2,8,0,0,0,38,19,20,48.7,Matches,Big-5-European-Leagues,Big5,2023-2024
284,Domagoj Bradarić,hr CRO,DF,Salernitana,it Serie A,23,1999,13,10,941,10.5,0,1,1,0,0,0,3,0,0.2,0.2,0.2,0.4,20,21,46,0.00,0.10,0.10,0.00,0.10,0.01,0.02,0.04,0.01,0.04,Matches,0,4,0,0.0,0.38,0.00,0.00,,24.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,383,520,73.7,5688,2001,220,250,88.0,128,170,75.3,18,61,29.5,1,0.2,0.2,+0.8,9,16,2,1,21,Matches,520,405,115,11,0,4,18,102,2,2,0,0,383,0,14,Matches,14,1.34,11,3,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches,17,10,4,8,5,7,11,63.6,4,7,4,3,12,29,20,1,Matches,613,28,176,295,148,4,613,11,3,27.3,6,54.5,282,1651,862,20,16,2,16,4,323,46,Matches,72,80.4,82,7,3,40,0,0.62,8,21,-13,-1.24,-0.46,8.2,19.9,-11.7,-1.11,-0.42,Matches,3,0,0,6,8,0,18,12,10,0,0,0,52,13,9,59.1,Matches,Big-5-European-Leagues,Big5,2023-2024
285,Bilal Brahimi,dz ALG,FW,Nice,fr Ligue 1,23,2000,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.58,0.00,0.58,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,10,13,76.9,120,50,8,8,100.0,2,5,40.0,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,Matches,13,11,2,1,0,0,2,0,1,0,0,0,10,0,0,Matches,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,15,0,0,4,11,1,15,1,0,0.0,1,100.0,10,56,23,1,0,1,1,1,9,6,Matches,6,0.9,,0,2,6,0,1.00,0,0,0,0.00,-0.78,0.5,0.1,+0.4,+3.64,+3.08,Matches,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,,Matches,Big-5-European-Leagues,Big5,2023-2024
286,Bilal Brahimi,dz ALG,"MF,FW",Brest,fr Ligue 1,23,2000,6,0,95,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,7,3,10,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11,Matches,0,3,2,66.7,2.84,1.89,0.00,0.00,25.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,24,39,61.5,390,117,14,20,70.0,9,13,69.2,1,3,33.3,0,0.1,0.2,-0.1,2,2,1,1,3,Matches,39,36,3,0,0,0,8,2,1,1,0,0,24,0,5,Matches,5,4.74,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,0,0,Matches,55,0,9,14,34,6,55,9,5,55.6,3,33.3,43,440,201,7,5,3,1,2,38,10,Matches,16,8.8,,0,6,16,2,1.33,2,0,+2,+1.89,+2.08,1.3,0.7,+0.6,+0.58,+0.51,Matches,1,0,0,2,1,0,8,0,0,0,0,0,7,0,0,,Matches,Big-5-European-Leagues,Big5,2023-2024
287,Juan Brandáriz,es ESP,DF,Almería,es La Liga,24,1999,12,11,1035,11.5,0,1,1,0,0,0,2,0,0.0,0.0,1.2,1.2,6,24,3,0.00,0.09,0.09,0.00,0.09,0.00,0.10,0.10,0.00,0.10,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,446,513,86.9,8032,2809,157,167,94.0,258,273,94.5,26,53,49.1,1,1.2,0.5,-0.2,3,24,1,1,24,Matches,513,479,30,10,0,0,1,19,0,0,0,0,446,4,5,Matches,8,0.70,7,1,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches,14,8,9,5,0,8,12,66.7,4,21,15,6,6,20,40,0,Matches,627,97,347,251,34,4,627,4,3,75.0,1,25.0,354,1719,846,6,6,0,9,2,399,3,Matches,86,82.1,90,11,1,45,2,0.25,13,27,-14,-1.22,+1.58,14.8,19.0,-4.1,-0.36,+0.27,Matches,2,0,0,10,4,0,1,6,8,0,1,0,45,14,14,50.0,Matches,Big-5-European-Leagues,Big5,2023-2024
288,Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,27,1996,12,10,853,9.5,4,5,9,4,0,0,1,0,2.7,2.7,4.4,7.0,27,33,81,0.42,0.53,0.95,0.42,0.95,0.28,0.46,0.74,0.28,0.74,Matches,4,16,7,43.8,1.69,0.74,0.25,0.57,17.0,0,0,0,2.7,2.7,0.17,+1.3,+1.3,Matches,325,436,74.5,5414,1325,152,178,85.4,111,138,80.4,42,78,53.8,5,4.4,3.2,+0.6,32,15,10,2,33,Matches,436,364,71,17,3,4,70,8,45,16,23,1,325,1,10,Matches,50,5.28,26,17,4,2,0,1,6,0.63,4,1,1,0,0,0,Matches,5,5,1,3,1,3,11,27.3,8,8,1,7,4,9,3,0,Matches,530,5,56,199,278,29,530,30,12,40.0,18,60.0,307,2011,764,27,20,8,17,20,367,81,Matches,71,79.0,78,5,2,36,0,2.00,19,12,+7,+0.74,+1.14,18.7,14.2,+4.5,+0.47,+0.91,Matches,1,0,0,4,3,1,70,4,5,0,0,0,48,4,14,22.2,Matches,Big-5-European-Leagues,Big5,2023-2024
289,Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,21,2002,11,11,990,11.0,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,0,25,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,0,3,1,33.3,0.27,0.09,0.00,0.00,9.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,347,441,78.7,6308,2610,144,164,87.8,166,191,86.9,29,69,42.0,0,0.1,0.5,-0.1,2,16,1,0,25,Matches,441,433,6,1,0,0,1,5,0,0,0,0,347,2,2,Matches,7,0.64,7,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches,24,13,17,6,1,15,19,78.9,4,19,10,9,20,44,55,1,Matches,576,100,318,245,15,9,576,2,1,50.0,1,50.0,251,966,392,0,3,0,3,0,271,2,Matches,90,84.6,90,11,0,,2,1.27,14,15,-1,-0.09,+2.41,16.9,13.6,+3.3,+0.30,+0.84,Matches,4,0,0,16,4,1,1,20,13,0,1,0,83,30,17,63.8,Matches,Big-5-European-Leagues,Big5,2023-2024
290,Lilian Brassier,fr FRA,DF,Brest,fr Ligue 1,24,1999,10,10,877,9.7,1,0,1,1,0,0,6,1,0.3,0.3,0.3,0.6,5,31,0,0.10,0.00,0.10,0.10,0.10,0.03,0.03,0.06,0.03,0.06,Matches,1,6,1,16.7,0.62,0.10,0.17,1.00,18.4,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches,387,496,78.0,9175,3276,79,86,91.9,218,252,86.5,85,146,58.2,0,0.3,0.3,-0.3,2,32,3,1,31,Matches,496,475,21,20,2,8,2,1,0,0,0,0,387,0,3,Matches,9,0.92,6,0,1,0,0,2,0,0.00,0,0,0,0,0,0,Matches,13,8,8,5,0,5,9,55.6,4,10,7,3,18,31,23,0,Matches,582,80,311,257,20,8,582,4,3,75.0,1,25.0,428,2701,1353,5,3,0,4,2,367,0,Matches,88,81.2,88,8,0,,0,1.50,11,12,-1,-0.10,-0.55,14.7,12.4,+2.2,+0.23,+0.62,Matches,6,1,1,13,8,1,2,18,8,0,1,0,71,16,8,66.7,Matches,Big-5-European-Leagues,Big5,2023-2024
291,Claudio Bravo,cl CHI,GK,Betis,es La Liga,40,1983,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,186,230,80.9,4988,3322,42,42,100.0,86,86,100.0,56,99,56.6,0,0.0,0.1,0.0,1,3,2,0,1,Matches,230,153,76,16,1,1,0,0,0,0,0,0,186,1,0,Matches,2,0.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches,241,194,239,2,0,0,241,0,0,,0,,132,817,591,0,0,0,0,0,100,0,Matches,90,50.0,90,7,0,,0,1.86,11,5,+6,+0.86,+1.43,9.9,6.5,+3.4,+0.48,+0.80,Matches,0,0,0,0,1,0,0,0,0,0,0,0,14,2,0,100.0,Matches,Big-5-European-Leagues,Big5,2023-2024
292,Tim Breithaupt,de GER,MF,Augsburg,de Bundesliga,21,2002,9,2,258,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,0,3,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,0,2,0,0.0,0.70,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,75,98,76.5,1134,299,36,46,78.3,35,39,89.7,2,7,28.6,0,0.0,0.1,0.0,1,5,1,0,3,Matches,98,94,3,0,0,0,0,0,0,0,0,0,75,1,3,Matches,3,1.05,3,0,0,0,0,0,1,0.35,1,0,0,0,0,0,Matches,5,3,4,1,0,4,6,66.7,2,4,2,2,1,6,5,0,Matches,123,6,39,68,16,1,123,0,0,,0,,51,167,80,0,1,0,2,1,59,1,Matches,29,23.9,71,0,7,17,2,1.11,2,7,-5,-1.74,-1.96,3.6,6.2,-2.6,-0.90,-1.14,Matches,2,0,0,4,2,0,0,1,3,0,0,0,18,5,6,45.5,Matches,Big-5-European-Leagues,Big5,2023-2024
293,Josip Brekalo,hr CRO,FW,Fiorentina,it Serie A,25,1998,8,6,486,5.4,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,8,21,55,0.19,0.00,0.19,0.19,0.19,0.04,0.05,0.09,0.04,0.09,Matches,1,6,3,50.0,1.11,0.56,0.17,0.33,18.6,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches,198,242,81.8,3284,750,98,106,92.5,66,81,81.5,24,32,75.0,0,0.3,0.6,-0.3,5,12,10,2,21,Matches,242,230,10,4,0,0,19,1,5,0,4,0,198,2,7,Matches,17,3.15,13,2,1,0,1,0,2,0.37,1,0,0,0,1,0,Matches,7,6,6,1,0,2,6,33.3,4,7,0,7,1,8,0,0,Matches,282,2,34,119,135,13,282,15,7,46.7,7,46.7,190,1075,431,8,7,5,5,3,215,55,Matches,61,41.5,71,2,2,31,5,2.00,12,8,+4,+0.74,+0.87,5.3,7.5,-2.1,-0.39,-0.22,Matches,0,0,0,9,6,0,19,1,6,0,0,0,21,0,4,0.0,Matches,Big-5-European-Leagues,Big5,2023-2024
