Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls Std,Ast Std,G+A Std,G-PK Std,PK Std,PKatt Std,CrdY Std,CrdR Std,xG Std,npxG Std,xAG Std,npxG+xAG Std,PrgC Std,PrgP Std,PrgR Std,Gls.1 Std,Ast.1 Std,G+A.1 Std,G-PK.1 Std,G+A-PK Std,xG.1 Std,xAG.1 Std,xG+xAG Std,npxG.1 Std,npxG+xAG.1 Std,Matches Std,Gls St,Sh St,SoT St,SoT% St,Sh/90 St,SoT/90 St,G/Sh St,G/SoT St,Dist St,FK St,PK St,PKatt St,xG St,npxG St,npxG/Sh St,G-xG St,np:G-xG St,Matches St,Cmp Pass,Att Pass,Cmp% Pass,TotDist Pass,PrgDist Pass,Cmp.1 Pass,Att.1 Pass,Cmp%.1 Pass,Cmp.2 Pass,Att.2 Pass,Cmp%.2 Pass,Cmp.3 Pass,Att.3 Pass,Cmp%.3 Pass,Ast Pass,xAG Pass,xA Pass,A-xAG Pass,KP Pass,1/3 Pass,PPA Pass,CrsPA Pass,PrgP Pass,Matches Pass,Att Pt,Live Pt,Dead Pt,FK Pt,TB Pt,Sw Pt,Crs Pt,TI Pt,CK Pt,In Pt,Out Pt,Str Pt,Cmp Pt,Off Pt,Blocks Pt,Matches Pt,SCA Gca,SCA90 Gca,PassLive Gca,PassDead Gca,TO Gca,Sh Gca,Fld Gca,Def Gca,GCA Gca,GCA90 Gca,PassLive.1 Gca,PassDead.1 Gca,TO.1 Gca,Sh.1 Gca,Fld.1 Gca,Def.1 Gca,Matches Gca,Tkl Def,TklW Def,Def 3rd Def,Mid 3rd Def,Att 3rd Def,Tkl.1 Def,Att Def,Tkl% Def,Lost Def,Blocks Def,Sh Def,Pass Def,Int Def,Tkl+Int Def,Clr Def,Err Def,Matches Def,Touches Poss,Def Pen Poss,Def 3rd Poss,Mid 3rd Poss,Att 3rd Poss,Att Pen Poss,Live Poss,Att Poss,Succ Poss,Succ% Poss,Tkld Poss,Tkld% Poss,Carries Poss,TotDist Poss,PrgDist Poss,PrgC Poss,1/3 Poss,CPA Poss,Mis Poss,Dis Poss,Rec Poss,PrgR Poss,Matches Poss,Mn/MP Play,Min% Play,Mn/Start Play,Compl Play,Subs Play,Mn/Sub Play,unSub Play,PPM Play,onG Play,onGA Play,+/- Play,+/-90 Play,On-Off Play,onxG Play,onxGA Play,xG+/- Play,xG+/-90 Play,On-Off.1 Play,Matches Play,CrdY Misc,CrdR Misc,2CrdY Misc,Fls Misc,Fld Misc,Off Misc,Crs Misc,Int Misc,TklW Misc,PKwon Misc,PKcon Misc,OG Misc,Recov Misc,Won Misc,Lost Misc,Won% Misc,Matches Misc,League Name,League ID,Season
1,Max Aarons,eng ENG,DF,Bournemouth,eng Premier League,23,2000,12,11,950,10.6,0,1,1,0,0,0,1,0,0.0,0.0,0.8,0.8,16,31,19,0.00,0.09,0.09,0.00,0.09,0.00,0.08,0.08,0.00,0.08,Matches,0,1,0,0.0,0.09,0.00,0.00,,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,332,441,75.3,5473,2054,166,190,87.4,135,176,76.7,27,49,55.1,1,0.8,0.8,+0.2,6,18,11,2,31,Matches,441,341,99,9,2,2,10,90,0,0,0,0,332,1,17,Matches,17,1.61,12,2,0,0,3,0,1,0.09,1,0,0,0,0,0,Matches,24,15,17,6,1,16,27,59.3,11,9,5,4,5,29,21,0,Matches,542,30,200,233,117,9,542,26,10,38.5,8,30.8,280,1733,878,16,11,6,9,6,271,19,Matches,79,81.2,86,8,1,5,0,0.75,9,24,-15,-1.42,-1.83,10.6,21.2,-10.6,-1.00,-1.85,Matches,1,0,0,10,22,2,10,5,15,0,1,0,62,4,9,30.8,Matches,Big-5-European-Leagues,Big5,2023-2024
2,Brenden Aaronson,us USA,MF,Union Berlin,de Bundesliga,23,2000,8,4,288,3.2,0,0,0,0,0,0,2,1,0.1,0.1,0.3,0.4,2,9,17,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.13,0.04,0.13,Matches,0,2,0,0.0,0.62,0.00,0.00,,22.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,68,91,74.7,921,220,44,47,93.6,19,25,76.0,2,7,28.6,0,0.3,0.4,-0.3,4,7,0,0,9,Matches,91,85,4,0,1,0,8,0,3,2,1,0,68,2,5,Matches,8,2.50,7,1,0,0,0,0,1,0.31,1,0,0,0,0,0,Matches,7,5,2,4,1,5,7,71.4,2,8,0,8,0,7,1,0,Matches,133,2,17,61,59,9,133,13,1,7.7,11,84.6,75,389,166,2,3,0,6,2,80,17,Matches,36,26.7,50,0,4,22,2,0.75,4,7,-3,-0.94,+0.43,2.8,4.7,-1.9,-0.59,-0.36,Matches,2,1,1,3,2,0,8,0,5,0,0,0,17,1,3,25.0,Matches,Big-5-European-Leagues,Big5,2023-2024
3,Paxten Aaronson,us USA,MF,Eint Frankfurt,de Bundesliga,20,2003,6,0,56,0.6,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,2,5,4,0.00,1.61,1.61,0.00,1.61,0.00,0.13,0.13,0.00,0.13,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,26,33,78.8,394,67,11,15,73.3,15,17,88.2,0,1,0.0,1,0.1,0.1,+0.9,1,4,2,0,5,Matches,33,31,2,1,0,0,0,1,0,0,0,0,26,0,0,Matches,1,1.61,1,0,0,0,0,0,1,1.61,1,0,0,0,0,0,Matches,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches,45,0,3,26,17,3,45,5,1,20.0,4,80.0,26,146,45,2,0,1,1,2,28,4,Matches,9,5.2,,0,6,9,4,1.00,2,1,+1,+1.61,+1.26,0.8,2.2,-1.4,-2.26,-2.37,Matches,0,0,0,2,4,0,0,0,1,0,0,0,3,3,0,100.0,Matches,Big-5-European-Leagues,Big5,2023-2024
4,Yunis Abdelhamid,ma MAR,DF,Reims,fr Ligue 1,36,1987,13,13,1170,13.0,2,0,2,2,0,0,2,0,1.5,1.5,0.3,1.8,16,62,2,0.15,0.00,0.15,0.15,0.15,0.12,0.02,0.14,0.12,0.14,Matches,2,11,5,45.5,0.85,0.38,0.18,0.40,13.3,0,0,0,1.5,1.5,0.14,+0.5,+0.5,Matches,651,784,83.0,12492,4157,195,220,88.6,387,430,90.0,58,110,52.7,0,0.3,0.4,-0.3,5,62,2,0,62,Matches,784,712,67,26,2,8,1,11,0,0,0,0,651,5,9,Matches,7,0.54,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,24,14,13,10,1,8,19,42.1,11,23,15,8,12,36,42,0,Matches,928,120,413,473,51,19,928,11,7,63.6,4,36.4,635,3615,1966,16,7,0,11,2,599,2,Matches,90,100.0,90,13,0,,0,1.54,18,18,0,0.00,,17.1,15.1,+2.0,+0.15,,Matches,2,0,0,9,5,0,1,12,14,0,0,0,87,22,21,51.2,Matches,Big-5-European-Leagues,Big5,2023-2024
5,Salis Abdul Samed,gh GHA,MF,Lens,fr Ligue 1,23,2000,13,10,909,10.1,0,0,0,0,0,0,2,0,0.8,0.8,0.5,1.3,5,54,14,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13,Matches,0,5,0,0.0,0.50,0.00,0.00,,21.6,0,0,0,0.8,0.8,0.17,-0.8,-0.8,Matches,505,563,89.7,7834,1945,259,284,91.2,196,211,92.9,30,39,76.9,0,0.5,1.0,-0.5,6,56,5,2,54,Matches,563,550,12,12,0,1,3,0,0,0,0,0,505,1,13,Matches,19,1.88,19,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches,13,9,5,6,2,3,8,37.5,5,6,0,6,5,18,9,0,Matches,623,10,81,391,158,7,623,11,4,36.4,6,54.5,500,2575,1057,5,23,0,9,9,488,14,Matches,70,77.7,83,8,3,26,0,1.46,13,11,+2,+0.20,-0.15,17.3,12.4,+4.9,+0.48,+0.72,Matches,2,0,0,25,12,0,3,5,9,0,2,0,57,1,5,16.7,Matches,Big-5-European-Leagues,Big5,2023-2024
6,Laurent Abergel,fr FRA,MF,Lorient,fr Ligue 1,30,1993,13,13,1170,13.0,1,1,2,1,0,0,1,0,0.5,0.5,0.6,1.1,12,61,14,0.08,0.08,0.15,0.08,0.15,0.04,0.05,0.09,0.04,0.09,Matches,1,7,2,28.6,0.54,0.15,0.14,0.50,25.5,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches,686,787,87.2,12102,3476,291,313,93.0,309,343,90.1,68,103,66.0,1,0.6,0.7,+0.4,12,81,9,0,61,Matches,787,734,51,42,1,6,9,4,0,0,0,0,686,2,9,Matches,28,2.15,20,1,1,0,1,5,4,0.31,2,0,1,0,0,1,Matches,41,21,18,19,4,17,47,36.2,30,17,4,13,31,72,22,1,Matches,928,42,267,558,116,2,928,28,19,67.9,8,28.6,695,3269,1474,12,13,1,11,13,644,14,Matches,90,100.0,90,13,0,,0,0.85,17,24,-7,-0.54,,11.2,20.0,-8.9,-0.68,,Matches,1,0,0,12,17,0,9,31,21,0,0,0,98,5,5,50.0,Matches,Big-5-European-Leagues,Big5,2023-2024
7,Matthis Abline,fr FRA,FW,Nantes,fr Ligue 1,20,2003,7,4,351,3.9,1,0,1,1,0,0,0,0,0.8,0.8,1.4,2.2,4,4,33,0.26,0.00,0.26,0.26,0.26,0.20,0.35,0.55,0.20,0.55,Matches,1,12,6,50.0,3.08,1.54,0.08,0.17,16.9,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches,60,76,78.9,831,121,39,48,81.3,14,16,87.5,3,4,75.0,0,1.4,0.5,-1.4,9,1,3,1,4,Matches,76,70,6,0,0,0,3,0,0,0,0,0,60,0,4,Matches,16,4.10,14,0,2,0,0,0,1,0.26,0,0,1,0,0,0,Matches,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,Matches,124,2,3,57,66,23,124,8,6,75.0,2,25.0,86,434,126,4,3,2,19,5,90,33,Matches,50,30.0,64,0,3,31,1,1.43,6,5,+1,+0.26,+1.03,6.6,3.9,+2.7,+0.70,+1.60,Matches,0,0,0,3,4,1,3,0,0,0,0,0,8,7,10,41.2,Matches,Big-5-European-Leagues,Big5,2023-2024
8,Abner,br BRA,DF,Betis,es La Liga,23,2000,9,5,522,5.8,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.4,5,11,29,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches,0,2,0,0.0,0.34,0.00,0.00,,15.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,233,297,78.5,3416,1549,143,160,89.4,69,84,82.1,14,37,37.8,0,0.4,0.7,-0.4,5,7,3,1,11,Matches,297,252,45,1,0,0,13,44,0,0,0,0,233,0,9,Matches,9,1.55,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7,6,5,2,0,6,13,46.2,7,13,3,10,6,13,19,0,Matches,365,29,134,140,94,15,365,4,3,75.0,1,25.0,183,676,357,5,4,1,7,4,201,29,Matches,58,41.4,83,4,4,26,5,1.56,9,7,+2,+0.34,+0.34,6.1,8.7,-2.5,-0.43,-0.88,Matches,2,0,0,6,2,1,13,6,6,0,0,0,35,3,6,33.3,Matches,Big-5-European-Leagues,Big5,2023-2024
9,Zakaria Aboukhlal,ma MAR,"MF,FW",Toulouse,fr Ligue 1,23,2000,5,4,376,4.2,3,0,3,2,1,1,0,0,2.2,1.4,0.2,1.6,12,12,35,0.72,0.00,0.72,0.48,0.48,0.52,0.04,0.56,0.33,0.37,Matches,3,13,5,38.5,3.11,1.20,0.15,0.40,17.1,0,1,1,2.2,1.4,0.11,+0.8,+0.6,Matches,69,97,71.1,1050,336,32,40,80.0,28,37,75.7,3,4,75.0,0,0.2,0.2,-0.2,4,8,4,0,12,Matches,97,90,7,0,0,0,2,6,0,0,0,0,69,0,3,Matches,9,2.15,6,0,1,1,1,0,1,0.24,0,0,0,0,1,0,Matches,1,1,0,0,1,1,3,33.3,2,3,0,3,1,2,1,0,Matches,142,1,9,60,75,21,141,12,4,33.3,8,66.7,106,702,325,12,9,3,11,5,106,35,Matches,75,32.1,86,1,1,32,0,1.20,4,5,-1,-0.24,+0.10,3.4,8.1,-4.7,-1.12,-0.48,Matches,0,0,0,8,7,4,2,1,1,1,0,0,8,5,2,71.4,Matches,Big-5-European-Leagues,Big5,2023-2024
10,Abdel Abqar,ma MAR,DF,Alavés,es La Liga,24,1999,11,11,989,11.0,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,2,23,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,0,4,1,25.0,0.36,0.09,0.00,0.00,9.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,224,308,72.7,5016,2386,66,78,84.6,113,128,88.3,41,90,45.6,0,0.0,0.1,0.0,1,19,1,0,23,Matches,308,289,18,16,0,11,0,1,0,0,0,0,224,1,3,Matches,7,0.64,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,12,6,9,1,2,7,14,50.0,7,12,10,2,9,21,54,0,Matches,419,90,233,171,16,7,419,2,2,100.0,0,0.0,189,927,570,2,4,0,5,1,198,0,Matches,90,78.5,90,10,0,,2,1.00,12,16,-4,-0.36,-0.03,12.9,14.5,-1.7,-0.15,-1.09,Matches,3,0,0,14,11,1,0,9,6,0,2,1,52,20,11,64.5,Matches,Big-5-European-Leagues,Big5,2023-2024
11,Francesco Acerbi,it ITA,DF,Inter,it Serie A,35,1988,10,10,900,10.0,1,1,2,1,0,0,1,0,0.7,0.7,1.6,2.4,8,31,14,0.10,0.10,0.20,0.10,0.20,0.07,0.16,0.24,0.07,0.24,Matches,1,8,2,25.0,0.80,0.20,0.13,0.50,11.4,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches,620,694,89.3,10954,3152,263,285,92.3,293,317,92.4,50,72,69.4,1,1.6,0.8,-0.6,4,32,1,0,31,Matches,694,665,28,17,0,4,5,6,0,0,0,0,620,1,2,Matches,11,1.10,9,0,0,2,0,0,1,0.10,1,0,0,0,0,0,Matches,10,6,7,3,0,5,6,83.3,1,7,4,3,16,26,16,0,Matches,757,80,366,342,51,15,757,2,2,100.0,0,0.0,441,1850,890,8,6,0,0,1,566,14,Matches,90,76.9,90,10,0,,1,2.30,22,7,+15,+1.50,-1.17,18.2,7.0,+11.2,+1.12,-0.70,Matches,1,0,0,8,10,1,5,16,6,0,0,0,44,28,14,66.7,Matches,Big-5-European-Leagues,Big5,2023-2024
12,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,32,1991,7,6,411,4.6,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,11,19,14,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.02,0.09,Matches,0,4,1,25.0,0.88,0.22,0.00,0.00,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,217,282,77.0,4212,1623,92,105,87.6,85,102,83.3,35,63,55.6,0,0.3,0.7,-0.3,6,16,8,7,19,Matches,282,233,49,4,0,3,27,43,2,0,2,0,217,0,5,Matches,16,3.50,10,3,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches,12,8,8,4,0,5,6,83.3,1,3,1,2,4,16,6,0,Matches,329,7,89,162,84,3,329,6,3,50.0,1,16.7,169,787,478,11,9,1,6,5,193,14,Matches,59,35.1,66,2,1,16,2,0.57,6,11,-5,-1.09,-1.69,4.5,6.9,-2.4,-0.53,-0.24,Matches,2,0,0,2,8,0,27,4,8,0,0,0,35,7,5,58.3,Matches,Big-5-European-Leagues,Big5,2023-2024
13,Bénie Adama Traore,ci CIV,"FW,MF",Sheffield Utd,eng Premier League,20,2002,6,3,325,3.6,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,7,9,13,0.00,0.00,0.00,0.00,0.00,0.07,0.13,0.20,0.07,0.20,Matches,0,1,1,100.0,0.28,0.28,0.00,0.00,15.3,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches,49,64,76.6,714,151,29,33,87.9,18,22,81.8,1,1,100.0,0,0.5,0.4,-0.5,3,2,6,0,9,Matches,64,58,5,0,2,0,2,0,0,0,0,0,49,1,4,Matches,5,1.38,5,0,0,0,0,0,1,0.28,1,0,0,0,0,0,Matches,4,2,1,2,1,0,4,0.0,4,3,1,2,1,5,0,0,Matches,99,2,14,45,44,8,99,21,5,23.8,15,71.4,65,438,164,7,5,3,8,6,64,13,Matches,54,27.8,86,1,3,23,7,0.17,2,9,-7,-1.94,-0.23,2.4,9.5,-7.1,-1.97,-0.77,Matches,0,0,0,9,4,1,2,1,2,0,0,0,18,0,11,0.0,Matches,Big-5-European-Leagues,Big5,2023-2024
14,Akor Adams,ng NGA,FW,Montpellier,fr Ligue 1,23,2000,12,12,964,10.7,7,0,7,7,0,0,2,0,6.3,6.3,0.7,7.0,19,6,63,0.65,0.00,0.65,0.65,0.65,0.59,0.06,0.66,0.59,0.66,Matches,7,33,17,51.5,3.08,1.59,0.21,0.41,13.9,0,0,0,6.3,6.3,0.19,+0.7,+0.7,Matches,106,155,68.4,1447,279,55,76,72.4,36,46,78.3,5,11,45.5,0,0.7,0.7,-0.7,7,5,1,1,6,Matches,155,154,1,0,0,1,6,0,0,0,0,0,106,0,8,Matches,19,1.77,12,0,4,2,1,0,2,0.19,0,0,2,0,0,0,Matches,8,3,2,2,4,2,5,40.0,3,1,0,1,2,10,3,0,Matches,257,4,18,106,137,48,257,22,7,31.8,13,59.1,186,1260,453,19,11,12,30,14,205,63,Matches,80,89.3,80,6,0,,0,1.08,16,15,+1,+0.09,+1.65,16.2,12.7,+3.5,+0.33,+0.69,Matches,2,0,0,14,9,14,6,2,3,0,0,0,19,25,32,43.9,Matches,Big-5-European-Leagues,Big5,2023-2024
15,Junior Adamu,at AUT,"FW,MF",Freiburg,de Bundesliga,22,2001,8,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,0,1,0,0.0,1.15,0.00,0.00,,13.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,12,20,60.0,122,15,9,10,90.0,1,8,12.5,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,20,19,1,0,0,0,1,0,0,0,0,0,12,0,0,Matches,1,1.14,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,5,1,1,2,2,1,2,50.0,1,1,0,1,0,5,0,0,Matches,37,0,3,21,14,4,37,2,0,0.0,1,50.0,22,75,13,0,0,0,5,3,23,5,Matches,10,7.2,,0,8,10,1,1.00,0,3,-3,-3.46,-3.01,0.3,2.1,-1.8,-2.00,-2.15,Matches,0,0,0,4,3,2,1,0,1,0,0,0,5,4,2,66.7,Matches,Big-5-European-Leagues,Big5,2023-2024
16,Sargis Adamyan,am ARM,"FW,MF",Köln,de Bundesliga,30,1993,5,0,142,1.6,0,1,1,0,0,0,1,0,0.9,0.9,0.5,1.5,4,5,19,0.00,0.63,0.63,0.00,0.63,0.59,0.34,0.93,0.59,0.93,Matches,0,5,4,80.0,3.17,2.54,0.00,0.00,10.8,0,0,0,0.9,0.9,0.19,-0.9,-0.9,Matches,28,36,77.8,354,134,16,19,84.2,10,12,83.3,0,1,0.0,1,0.5,0.4,+0.5,3,3,1,0,5,Matches,36,31,5,1,0,0,0,1,0,0,0,0,28,0,1,Matches,7,4.41,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3,2,0,2,1,1,2,50.0,1,2,0,2,0,3,2,0,Matches,60,2,6,25,30,10,60,1,1,100.0,0,0.0,33,174,90,4,2,0,6,1,31,19,Matches,28,13.1,,0,5,28,2,0.20,1,4,-3,-1.90,-0.75,2.1,2.1,0.0,0.00,+1.31,Matches,1,0,0,1,0,2,0,0,2,0,0,0,8,3,9,25.0,Matches,Big-5-European-Leagues,Big5,2023-2024
17,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,26,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,1,1,0,0,0,4,0,Matches,5,5,5,0,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,2,0.2,,0,1,2,0,1.00,0,0,0,0.00,+0.83,0.2,0.7,-0.5,-21.66,-20.90,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Big-5-European-Leagues,Big5,2023-2024
18,Elijah Adebayo,eng ENG,FW,Luton Town,eng Premier League,25,1998,13,4,405,4.5,2,0,2,2,0,0,1,0,1.4,1.4,0.3,1.7,4,7,27,0.44,0.00,0.44,0.44,0.44,0.31,0.06,0.37,0.31,0.37,Matches,2,8,2,25.0,1.78,0.44,0.25,1.00,9.1,0,0,0,1.4,1.4,0.18,+0.6,+0.6,Matches,47,64,73.4,668,168,30,38,78.9,14,20,70.0,3,5,60.0,0,0.3,0.2,-0.3,6,3,1,0,7,Matches,64,63,1,0,0,0,2,0,0,0,0,0,47,0,1,Matches,9,2.00,7,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,1,0,1,0,0,0,0,,0,3,0,3,3,4,9,0,Matches,149,8,19,58,74,26,149,20,4,20.0,15,75.0,75,379,78,4,6,3,22,6,97,27,Matches,31,34.6,67,0,9,15,0,0.69,6,9,-3,-0.67,+0.27,6.1,7.8,-1.7,-0.38,+0.85,Matches,1,0,0,12,4,6,2,3,0,0,0,0,12,14,18,43.8,Matches,Big-5-European-Leagues,Big5,2023-2024
19,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,21,2002,9,3,323,3.6,0,1,1,0,0,0,2,0,0.8,0.8,0.8,1.6,14,11,30,0.00,0.28,0.28,0.00,0.28,0.22,0.23,0.45,0.22,0.45,Matches,0,4,2,50.0,1.11,0.56,0.00,0.00,14.9,0,0,0,0.8,0.8,0.20,-0.8,-0.8,Matches,75,100,75.0,1040,313,42,53,79.2,24,31,77.4,4,5,80.0,1,0.8,1.0,+0.2,2,5,4,1,11,Matches,100,91,9,3,0,0,6,5,1,1,0,0,75,0,5,Matches,6,1.67,3,0,1,0,2,0,1,0.28,1,0,0,0,0,0,Matches,5,5,3,1,1,2,9,22.2,7,5,0,5,2,7,0,0,Matches,157,3,24,75,62,14,157,23,6,26.1,13,56.5,110,804,370,14,6,7,15,11,110,30,Matches,36,29.9,55,0,6,26,2,1.67,8,7,+1,+0.28,-0.32,7.1,7.6,-0.4,-0.12,-0.57,Matches,2,0,0,10,8,1,6,2,5,0,0,0,24,7,6,53.8,Matches,Big-5-European-Leagues,Big5,2023-2024
20,Simon Adingra,ci CIV,"FW,MF",Brighton,eng Premier League,21,2002,12,8,756,8.4,3,1,4,3,0,0,2,0,1.4,1.4,1.5,2.8,24,15,71,0.36,0.12,0.48,0.36,0.48,0.16,0.17,0.34,0.16,0.34,Matches,3,10,6,60.0,1.19,0.71,0.30,0.50,15.4,0,0,0,1.4,1.4,0.14,+1.6,+1.6,Matches,216,271,79.7,3109,638,136,160,85.0,62,77,80.5,12,16,75.0,1,1.5,0.7,-0.5,7,8,10,3,15,Matches,271,259,12,1,3,1,13,9,2,0,0,0,216,0,5,Matches,14,1.66,8,0,3,1,1,1,3,0.36,2,0,0,0,0,1,Matches,16,9,8,5,3,10,21,47.6,11,8,0,8,11,27,7,0,Matches,378,13,77,146,161,28,378,47,19,40.4,25,53.2,233,1314,728,24,13,13,16,7,244,71,Matches,63,64.6,86,4,4,17,1,1.58,18,16,+2,+0.24,-0.41,12.8,11.8,+1.1,+0.13,-0.31,Matches,2,0,0,11,7,4,13,11,9,0,0,0,49,5,1,83.3,Matches,Big-5-European-Leagues,Big5,2023-2024
21,Amine Adli,ma MAR,"MF,FW",Leverkusen,de Bundesliga,23,2000,9,1,174,1.9,1,3,4,1,0,0,1,0,0.3,0.3,0.6,0.9,13,10,31,0.52,1.55,2.07,0.52,2.07,0.16,0.29,0.45,0.16,0.45,Matches,1,5,3,60.0,2.59,1.55,0.20,0.33,17.8,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches,72,91,79.1,966,277,51,58,87.9,17,22,77.3,3,7,42.9,3,0.6,0.8,+2.4,7,5,3,0,10,Matches,91,89,2,1,2,1,6,1,0,0,0,0,72,0,2,Matches,14,7.24,12,0,1,1,0,0,3,1.55,3,0,0,0,0,0,Matches,3,0,0,0,3,2,4,50.0,2,3,0,3,2,5,1,0,Matches,114,1,8,53,53,14,114,4,4,100.0,0,0.0,66,471,318,13,9,6,7,1,94,31,Matches,19,16.1,59,0,8,14,0,2.78,7,2,+5,+2.59,+0.40,4.7,1.8,+2.9,+1.47,+0.46,Matches,1,0,0,5,7,0,6,2,0,0,0,0,6,3,5,37.5,Matches,Big-5-European-Leagues,Big5,2023-2024
22,Yacine Adli,fr FRA,MF,Milan,it Serie A,23,2000,5,4,295,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,33,3,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches,0,1,0,0.0,0.31,0.00,0.00,,26.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,213,252,84.5,4278,1380,80,90,88.9,94,103,91.3,35,49,71.4,0,0.1,0.3,-0.1,3,37,4,1,33,Matches,252,241,11,2,0,4,12,0,9,2,4,0,213,0,4,Matches,11,3.36,7,4,0,0,0,0,1,0.31,0,1,0,0,0,0,Matches,12,6,5,6,1,5,12,41.7,7,4,4,0,6,18,4,0,Matches,289,9,50,175,65,1,289,8,6,75.0,1,12.5,186,1117,525,6,8,0,5,1,206,3,Matches,59,25.2,63,0,1,45,8,1.80,3,2,+1,+0.31,-0.31,4.3,2.7,+1.6,+0.48,+0.32,Matches,1,0,0,7,3,0,12,6,6,0,1,0,18,6,5,54.5,Matches,Big-5-European-Leagues,Big5,2023-2024
23,Adson,br BRA,"MF,FW",Nantes,fr Ligue 1,23,2000,8,2,238,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,17,14,18,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.12,0.09,0.12,Matches,0,5,0,0.0,1.89,0.00,0.00,,18.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,115,130,88.5,1725,372,65,69,94.2,36,41,87.8,8,10,80.0,0,0.1,0.3,-0.1,3,11,4,0,14,Matches,130,128,2,0,0,0,2,2,0,0,0,0,115,0,2,Matches,9,3.40,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7,6,1,6,0,2,2,100.0,0,5,0,5,2,9,2,0,Matches,163,0,18,80,68,10,163,8,5,62.5,3,37.5,137,904,440,17,9,4,4,4,128,18,Matches,30,20.3,61,0,6,20,0,1.00,2,6,-4,-1.51,-1.32,3.3,5.4,-2.1,-0.79,-0.46,Matches,0,0,0,4,4,0,2,2,6,0,0,0,11,0,2,0.0,Matches,Big-5-European-Leagues,Big5,2023-2024
