,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2324,Getafe,Jordi,ESP,MF,23-045,2001,4.9,10,2.02,7,0,1,2,0,0,2,0.4,1,0,0,1,0,0
ESP-La Liga,2324,Getafe,Juanmi Latasa,ESP,FW,22-333,2001,12.5,23,1.84,17,0,0,3,3,0,1,0.08,0,0,0,0,1,0
ESP-La Liga,2324,Getafe,Luis Milla,ESP,MF,29-135,1994,12.0,41,3.42,20,17,0,1,1,2,4,0.33,1,3,0,0,0,0
ESP-La Liga,2324,Getafe,Mason Greenwood,ENG,"MF,FW",22-141,2001,17.8,64,3.59,34,7,10,7,6,0,15,0.84,5,2,3,3,2,0
ESP-La Liga,2324,Getafe,Mauro Arambarri,URU,MF,28-142,1995,3.8,9,2.39,8,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Getafe,Nemanja Maksimović,SRB,MF,29-024,1995,23.8,23,0.97,16,0,0,4,1,2,3,0.13,2,0,0,1,0,0
ESP-La Liga,2324,Getafe,Omar Alderete,PAR,DF,27-055,1996,13.1,16,1.22,13,0,1,1,1,0,2,0.15,2,0,0,0,0,0
ESP-La Liga,2324,Getafe,Portu,ESP,FW,31-274,1992,1.1,2,1.86,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Getafe,Santiago García,,FW,22-174,2001,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Getafe,Stefan Mitrović,SRB,DF,33-273,1990,7.8,4,0.52,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Getafe,Óscar Rodríguez Arnaiz,ESP,"MF,FW",25-236,1998,3.5,20,5.7,14,4,0,2,0,0,2,0.57,2,0,0,0,0,0
ESP-La Liga,2324,Girona,Aleix García,ESP,MF,26-236,1997,22.8,88,3.87,54,29,0,1,3,1,16,0.7,12,4,0,0,0,0
ESP-La Liga,2324,Girona,Antal Yaakobishvili,HUN,DF,19-222,2004,0.7,1,1.48,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Girona,Arnau Martinez,ESP,DF,20-300,2003,10.2,20,1.96,19,1,0,0,0,0,2,0.2,2,0,0,0,0,0
ESP-La Liga,2324,Girona,Artem Dovbyk,UKR,FW,26-243,1997,15.6,32,2.05,21,0,3,6,2,0,7,0.45,6,0,0,1,0,0
ESP-La Liga,2324,Girona,Bernardo Espinosa,COL,DF,34-223,1989,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Girona,Cristhian Stuani,URU,FW,37-130,1986,7.6,12,1.59,9,0,1,1,0,1,1,0.13,1,0,0,0,0,0
ESP-La Liga,2324,Girona,Daley Blind,NED,DF,33-347,1990,22.0,30,1.36,28,0,1,0,0,1,5,0.23,4,0,0,0,0,1
ESP-La Liga,2324,Girona,David López,ESP,"DF,MF",34-133,1989,13.2,5,0.38,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Girona,Eric García,ESP,DF,23-041,2001,15.6,18,1.16,17,0,0,1,0,0,4,0.26,4,0,0,0,0,0
ESP-La Liga,2324,Girona,Ibrahima Kebe,MLI,MF,23-201,2000,0.1,1,10.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Girona,Iván Martín,ESP,"MF,FW",25-005,1999,19.1,45,2.35,38,0,1,1,2,3,6,0.31,4,0,1,1,0,0
ESP-La Liga,2324,Girona,Jhon Solis,COL,MF,19-139,2004,1.8,7,3.84,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Girona,Juanpe,ESP,DF,32-295,1991,4.4,1,0.23,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Girona,Miguel Gutiérrez,ESP,"DF,MF",22-207,2001,22.7,45,1.98,41,0,0,3,0,1,6,0.26,6,0,0,0,0,0
ESP-La Liga,2324,Girona,Pablo Torre,ESP,"MF,FW",20-322,2003,5.6,19,3.38,19,0,0,0,0,0,4,0.71,4,0,0,0,0,0
ESP-La Liga,2324,Girona,Paulo Gazzaniga,ARG,GK,32-048,1992,24.0,10,0.42,7,3,0,0,0,0,1,0.04,1,0,0,0,0,0
ESP-La Liga,2324,Girona,Portu,ESP,"MF,FW",31-274,1992,6.6,12,1.82,10,1,0,1,0,0,4,0.61,4,0,0,0,0,0
ESP-La Liga,2324,Girona,Silvi Clúa,ESP,MF,19-021,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Girona,Sávio,BRA,"MF,FW",19-315,2004,21.2,71,3.36,54,1,7,4,5,0,17,0.8,15,0,1,0,1,0
ESP-La Liga,2324,Girona,Valery Fernández,ESP,"MF,FW",24-088,1999,4.8,9,1.86,7,0,2,0,0,0,2,0.41,1,0,1,0,0,0
ESP-La Liga,2324,Girona,Viktor Tsyhankov,UKR,"MF,FW",26-096,1997,14.2,46,3.24,34,6,2,2,0,2,6,0.42,6,0,0,0,0,0
ESP-La Liga,2324,Girona,Yan Couto,BRA,"DF,MF",21-261,2002,16.8,42,2.5,32,1,5,2,2,0,10,0.59,6,0,1,1,2,0
ESP-La Liga,2324,Girona,Yangel Herrera,VEN,MF,26-036,1998,14.9,31,2.09,24,0,0,2,5,0,3,0.2,2,0,0,0,1,0
ESP-La Liga,2324,Granada,Adri Bosch,ESP,DF,22-255,2001,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Alberto Perea,ESP,"MF,FW",33-062,1990,0.0,2,90.0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Alberto Soro,ESP,MF,24-347,1999,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,André Ferreira,POR,GK,27-266,1996,14.9,2,0.13,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Antonio Puertas,ESP,"MF,FW",31-363,1992,6.9,24,3.46,14,0,4,3,2,1,1,0.14,1,0,0,0,0,0
ESP-La Liga,2324,Granada,Augusto Batalla,ARG,GK,27-295,1996,7.0,1,0.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Bruno Méndez,URU,DF,24-162,1999,4.9,6,1.24,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Bryan Zaragoza,ESP,"MF,FW",22-300,2001,18.2,69,3.79,33,8,16,4,7,1,5,0.27,2,1,1,0,1,0
ESP-La Liga,2324,Granada,Carlos Neva,ESP,DF,27-252,1996,23.0,28,1.22,22,3,1,0,2,0,3,0.13,2,0,0,0,1,0
ESP-La Liga,2324,Granada,Facundo Pellistri,URU,"MF,FW",22-061,2001,2.8,10,3.85,6,2,0,1,1,0,2,0.77,2,0,0,0,0,0
ESP-La Liga,2324,Granada,Faitout Maouassa,FRA,"DF,MF",25-228,1998,1.8,4,2.02,1,2,1,0,0,0,1,0.51,1,0,0,0,0,0
ESP-La Liga,2324,Granada,Famara Diedhiou,SEN,"FW,MF",31-066,1992,1.0,7,7.0,5,0,1,0,1,0,2,2.0,1,0,0,0,1,0
ESP-La Liga,2324,Granada,Gerard Gumbau,ESP,MF,29-063,1994,18.9,55,2.91,25,24,1,2,2,1,8,0.42,7,1,0,0,0,0
ESP-La Liga,2324,Granada,Gonzalo Villar,ESP,MF,25-333,1998,14.6,37,2.57,21,2,4,2,5,3,7,0.49,5,0,0,0,1,1
ESP-La Liga,2324,Granada,Ignasi Miquel,ESP,DF,31-144,1992,23.2,19,0.82,15,0,0,3,1,0,1,0.04,0,0,0,1,0,0
ESP-La Liga,2324,Granada,Jesús Vallejo,ESP,DF,27-045,1997,1.2,1,0.83,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,José Callejón,ESP,"MF,FW",37-008,1987,7.1,18,2.54,9,5,1,1,2,0,1,0.14,1,0,0,0,0,0
ESP-La Liga,2324,Granada,Kamil Jóźwiak,POL,"MF,FW",25-303,1998,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Kamil Piątkowski,POL,DF,23-243,2000,2.2,1,0.45,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Lucas Boyé,ARG,FW,27-356,1996,16.0,50,3.13,34,1,9,4,1,1,7,0.44,5,0,2,0,0,0
ESP-La Liga,2324,Granada,Martin Hongla,CMR,MF,25-340,1998,2.7,1,0.36,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Matias Arezo,URU,FW,21-090,2002,2.2,2,0.9,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Miguel Ángel Rubio,ESP,DF,25-345,1998,8.3,4,0.48,4,0,0,0,0,0,1,0.12,1,0,0,0,0,0
ESP-La Liga,2324,Granada,Myrto Uzuni,ALB,"FW,MF",28-264,1995,20.5,26,1.27,19,0,1,4,1,1,1,0.05,1,0,0,0,0,0
ESP-La Liga,2324,Granada,Njegoš Petrović,SRB,"MF,FW",24-216,1999,1.7,4,2.29,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Raúl Fernández,ESP,GK,35-343,1988,3.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Raúl Torrente,ESP,DF,22-161,2001,11.5,6,0.52,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Ricard Sánchez,ESP,DF,23-362,2000,19.9,32,1.6,31,1,0,0,0,0,1,0.05,1,0,0,0,0,0
ESP-La Liga,2324,Granada,Samuel Omorodion,ESP,FW,19-290,2004,0.9,2,2.25,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Sergio Ruiz,ESP,MF,29-065,1994,17.4,28,1.61,18,1,2,3,3,1,3,0.17,2,1,0,0,0,0
ESP-La Liga,2324,Granada,Shon Weissman,ISR,FW,28-005,1996,0.9,2,2.2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Theo Corbeanu,CAN,MF,21-278,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Víctor Díaz,ESP,"DF,MF",35-252,1988,1.8,1,0.56,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Wilson Manafá,POR,"DF,MF",29-211,1994,2.7,1,0.37,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Granada,Álvaro Carreras,ESP,"MF,FW",20-333,2003,5.3,17,3.21,12,1,0,2,1,1,1,0.19,0,0,0,0,0,1
ESP-La Liga,2324,Granada,Óscar Melendo,ESP,"MF,FW",26-180,1997,10.7,15,1.4,12,2,0,0,1,0,1,0.09,1,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Alberto Moleiro,ESP,"FW,MF",20-142,2003,9.4,27,2.86,23,0,3,0,1,0,3,0.32,3,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Benito Ramírez,ESP,"FW,MF",28-223,1995,1.7,4,2.32,3,0,0,1,0,0,1,0.58,0,0,0,1,0,0
ESP-La Liga,2324,Las Palmas,Cristian Herrera,ESP,"FW,MF",32-343,1991,1.7,3,1.75,3,0,0,0,0,0,1,0.58,1,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Daley Sinkgraven,NED,DF,28-230,1995,2.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Enzo Loiodice,FRA,MF,23-084,2000,13.8,23,1.67,19,3,0,0,1,0,1,0.07,0,1,0,0,0,0
ESP-La Liga,2324,Las Palmas,Eric Curbelo,ESP,DF,30-036,1994,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Fabio González,ESP,MF,27-007,1997,0.0,1,45.0,1,0,0,0,0,0,1,45.0,1,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Francisco Jesús Crespo García,ESP,FW,27-205,1996,5.3,18,3.38,12,2,2,2,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Iñaki González,ESP,MF,19-207,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Javier Muñoz,ESP,MF,28-356,1995,19.7,44,2.23,38,3,0,2,0,1,7,0.35,6,0,0,0,0,1
ESP-La Liga,2324,Las Palmas,Jonathan Viera,ESP,"MF,FW",34-121,1989,6.9,30,4.37,26,2,1,0,1,0,1,0.15,1,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Juan Herzog,ESP,DF,20-282,2003,2.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Julian Araujo,MEX,DF,22-190,2001,11.4,19,1.66,15,2,1,0,0,1,1,0.09,1,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Kirian Rodríguez,ESP,MF,27-351,1996,22.7,53,2.34,51,0,1,0,1,0,6,0.26,6,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Marc Cardona,ESP,FW,28-226,1995,5.1,6,1.14,4,0,1,0,1,0,2,0.38,1,0,0,0,1,0
ESP-La Liga,2324,Las Palmas,Marvin,ESP,"FW,DF",23-231,2000,11.6,21,1.81,17,0,2,1,1,0,5,0.43,4,0,1,0,0,0
ESP-La Liga,2324,Las Palmas,Mika Màrmol,ESP,DF,21-232,2002,22.5,12,0.53,10,0,0,0,1,1,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Munir El Haddadi,MAR,FW,28-171,1995,20.8,45,2.16,31,2,4,1,6,1,3,0.14,3,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Máximo Perrone,ARG,MF,21-043,2003,13.5,24,1.77,24,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Omenuke Mfulu,COD,"MF,FW",29-336,1994,0.9,2,2.25,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Sandro Ramírez,ESP,FW,28-225,1995,11.1,41,3.7,25,8,2,3,3,0,5,0.45,3,1,0,0,1,0
ESP-La Liga,2324,Las Palmas,Saúl Coco,EQG,DF,25-010,1999,15.4,4,0.26,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Sergi Cardona,ESP,DF,24-226,1999,22.1,49,2.22,42,0,1,3,1,2,5,0.23,4,0,0,0,1,0
ESP-La Liga,2324,Las Palmas,Sory Kaba,GUI,FW,28-206,1995,6.6,9,1.36,8,0,1,0,0,0,1,0.15,1,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Álex Suárez,ESP,DF,30-338,1993,18.9,14,0.74,12,1,0,0,1,0,1,0.05,1,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Álvaro Lemos,ESP,DF,30-326,1993,2.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Las Palmas,Álvaro Vallés,ESP,GK,26-209,1997,25.0,4,0.16,4,0,0,0,0,0,1,0.04,1,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Abdón Prats,ESP,FW,31-074,1992,10.1,20,1.99,15,1,0,2,1,1,3,0.3,3,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Amath,SEN,"FW,MF",27-218,1996,4.4,17,3.87,6,0,5,2,3,1,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Antonio Raillo,ESP,DF,32-134,1991,13.4,9,0.67,6,0,0,3,0,0,2,0.15,2,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Antonio Sánchez,ESP,MF,27-049,1997,11.9,24,2.02,17,0,0,2,3,2,2,0.17,2,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Copete,ESP,DF,24-132,1999,7.6,3,0.4,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Cyle Larin,CAN,FW,28-308,1995,13.6,19,1.4,13,0,2,3,1,0,1,0.07,1,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Dani Rodríguez,ESP,"MF,FW",35-258,1988,20.9,71,3.4,34,30,1,4,2,0,7,0.33,2,4,0,1,0,0
ESP-La Liga,2324,Mallorca,Giovanni González,URU,DF,29-152,1994,17.9,30,1.67,23,2,1,3,0,1,2,0.11,2,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Jaume Costa,ESP,DF,35-338,1988,13.7,24,1.76,19,2,0,0,3,0,1,0.07,1,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Javier Llabrés,ESP,"MF,FW",21-161,2002,1.8,6,3.25,2,3,1,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Manu Morlanes,ESP,MF,25-038,1999,10.6,26,2.44,24,0,1,0,1,0,2,0.19,2,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Martin Valjent,SVK,DF,28-070,1995,18.9,13,0.69,10,1,1,1,0,0,1,0.05,0,1,0,0,0,0
ESP-La Liga,2324,Mallorca,Matija Nastasić,SRB,DF,30-328,1993,17.1,9,0.53,8,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Nacho Vidal,ESP,DF,29-026,1995,0.9,2,2.28,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Nemanja Radonjić,SRB,MF,28-004,1996,0.1,1,7.5,0,0,1,0,0,0,1,7.5,0,0,1,0,0,0
ESP-La Liga,2324,Mallorca,Omar Mascarell,ESP,MF,31-017,1993,9.9,6,0.61,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Pablo Maffeo,ESP,DF,26-222,1997,12.5,30,2.29,15,4,5,1,4,1,5,0.38,3,0,0,1,1,0
ESP-La Liga,2324,Mallorca,Predrag Rajković,SRB,GK,28-111,1995,25.0,3,0.12,1,2,0,0,0,0,1,0.04,0,1,0,0,0,0
ESP-La Liga,2324,Mallorca,Samu Costa,POR,MF,23-084,2000,19.7,39,1.98,35,2,1,1,0,0,2,0.1,2,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Sergi Darder,ESP,"MF,FW",30-059,1993,16.1,53,3.3,25,21,0,2,4,1,5,0.31,3,2,0,0,0,0
ESP-La Liga,2324,Mallorca,Siebe Van Der Heyden,BEL,DF,25-265,1998,3.2,3,0.94,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Toni Lato,ESP,DF,26-090,1997,10.1,18,1.78,12,2,1,0,3,0,1,0.1,1,0,0,0,0,0
ESP-La Liga,2324,Mallorca,Vedat Muriqi,KVX,FW,29-301,1994,14.7,32,2.17,25,0,1,5,1,0,3,0.2,2,0,0,1,0,0
ESP-La Liga,2324,Osasuna,Aimar Oroz,ESP,MF,22-084,2001,20.2,55,2.72,48,1,1,2,3,0,2,0.1,2,0,0,0,0,0
ESP-La Liga,2324,Osasuna,Aitor Fernández,ESP,GK,32-292,1991,4.1,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Osasuna,Ante Budimir,CRO,FW,32-212,1991,20.9,33,1.58,17,0,2,6,7,1,4,0.19,1,0,0,1,2,0
ESP-La Liga,2324,Osasuna,Catena,ESP,DF,29-114,1994,17.7,4,0.23,4,0,0,0,0,0,1,0.06,1,0,0,0,0,0
ESP-La Liga,2324,Osasuna,Darko Brašanac,SRB,MF,32-007,1992,0.5,2,3.75,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Osasuna,David García,ESP,DF,30-005,1994,24.0,16,0.67,14,0,0,1,0,1,3,0.12,2,0,0,1,0,0
ESP-La Liga,2324,Osasuna,Ezequiel Ávila,ARG,"FW,MF",30-013,1994,9.6,37,3.85,23,9,0,4,1,0,7,0.73,3,2,0,2,0,0
ESP-La Liga,2324,Osasuna,Iker Muñoz,ESP,MF,21-106,2002,11.5,10,0.87,8,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Osasuna,Jesús Areso,ESP,DF,24-232,1999,17.9,37,2.07,31,4,2,0,0,0,6,0.34,5,0,1,0,0,0
ESP-La Liga,2324,Osasuna,Johan Mojica,COL,"DF,FW",31-182,1992,12.9,33,2.56,28,0,1,2,1,1,3,0.23,1,0,1,0,1,0
ESP-La Liga,2324,Osasuna,Jon Moncayola,ESP,MF,25-282,1998,12.0,31,2.58,19,7,0,1,2,2,5,0.42,3,2,0,0,0,0
ESP-La Liga,2324,Osasuna,Jorge Herrando,ESP,DF,22-356,2001,5.4,1,0.19,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Osasuna,José Arnaiz,ESP,"FW,MF",28-310,1995,6.4,33,5.17,7,12,2,5,7,0,4,0.63,0,2,0,1,1,0
ESP-La Liga,2324,Osasuna,Juan Cruz Armada,ESP,DF,31-206,1992,14.6,11,0.75,10,1,0,0,0,0,1,0.07,1,0,0,0,0,0
ESP-La Liga,2324,Osasuna,Kike Barja,ESP,"FW,MF",26-324,1997,3.2,11,3.44,9,0,1,1,0,0,1,0.31,1,0,0,0,0,0
ESP-La Liga,2324,Osasuna,Lucas Torró,ESP,MF,29-215,1994,13.5,14,1.04,9,1,1,3,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Osasuna,Moi Gómez,ESP,"MF,FW",29-241,1994,15.2,45,2.96,32,10,0,1,2,0,1,0.07,0,0,0,1,0,0
ESP-La Liga,2324,Osasuna,Nacho Vidal,ESP,"DF,FW",29-026,1995,1.1,1,0.94,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Osasuna,Pablo Ibáñez,ESP,MF,25-152,1998,7.5,21,2.82,12,1,1,2,4,1,3,0.4,1,0,1,0,1,0
ESP-La Liga,2324,Osasuna,Raúl,ESP,FW,23-108,2000,7.6,11,1.44,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Osasuna,Rubén García,ESP,"FW,MF",30-220,1993,8.7,32,3.69,23,5,0,1,3,0,3,0.35,3,0,0,0,0,0
ESP-La Liga,2324,Osasuna,Rubén Peña,ESP,"DF,FW",32-216,1991,16.6,36,2.17,28,1,5,1,1,0,2,0.12,1,0,0,1,0,0
ESP-La Liga,2324,Osasuna,Sergio Herrera,ESP,GK,30-259,1993,20.9,5,0.24,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Osasuna,Unai García,ESP,DF,32-016,1992,2.6,2,0.77,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Abdul Mumin,GHA,DF,25-258,1998,9.8,2,0.2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Alfonso Espino,URU,DF,32-045,1992,21.6,42,1.95,36,2,2,2,0,0,1,0.05,1,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Andrei Ratiu,ROU,DF,25-244,1998,3.6,4,1.1,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Aridane Hernández,ESP,DF,34-333,1989,14.8,8,0.54,6,1,0,0,1,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Bebé,CPV,"MF,FW",33-222,1990,1.6,3,1.91,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Crespo,POR,MF,27-161,1996,0.8,1,1.25,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Diego Méndez,ESP,MF,20-174,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Florian Lejeune,FRA,DF,32-275,1991,25.0,30,1.2,21,1,0,8,0,0,3,0.12,2,0,0,1,0,0
ESP-La Liga,2324,Rayo Vallecano,Isaac Palazón Camacho,ESP,"MF,FW",29-054,1994,21.2,72,3.39,41,13,1,5,12,0,3,0.14,2,1,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Iván Balliu,ALB,DF,32-049,1992,21.0,36,1.71,29,3,2,2,0,0,2,0.1,0,1,0,1,0,0
ESP-La Liga,2324,Rayo Vallecano,Jorge de Frutos,ESP,"MF,FW",26-364,1997,7.7,16,2.08,9,3,0,2,1,1,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,José Pozo,ESP,"MF,FW",27-341,1996,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Kike Pérez,ESP,"MF,FW",27-005,1997,8.1,23,2.85,16,0,0,1,6,0,1,0.12,1,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Pathé Ciss,SEN,MF,29-340,1994,11.9,19,1.6,10,0,3,1,4,1,2,0.17,1,0,0,0,1,0
ESP-La Liga,2324,Rayo Vallecano,Pep Chavarría,ESP,"DF,MF",25-315,1998,5.8,11,1.91,9,0,0,1,1,0,1,0.17,1,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Radamel Falcao,COL,"FW,DF",38-009,1986,2.3,7,3.1,5,0,0,0,2,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Randy Ntekja,FRA,"FW,MF",26-075,1997,5.2,14,2.7,8,0,2,0,4,0,1,0.19,0,0,0,0,1,0
ESP-La Liga,2324,Rayo Vallecano,Raúl de Tomás,ESP,FW,29-125,1994,10.5,17,1.62,8,0,1,6,2,0,3,0.29,3,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Salvi,ESP,MF,32-326,1991,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Sergio Camello,ESP,FW,23-009,2001,11.9,28,2.36,22,0,4,0,1,1,5,0.42,2,0,3,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Stole Dimitrievski,MKD,GK,30-056,1993,25.0,3,0.12,0,3,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2324,Rayo Vallecano,Unai López,ESP,MF,28-112,1995,14.8,40,2.69,22,11,2,3,0,2,3,0.2,2,0,0,0,0,1
ESP-La Liga,2324,Rayo Vallecano,Álvaro García,ESP,"MF,FW",31-115,1992,19.9,60,3.02,45,4,1,3,5,2,4,0.2,3,0,0,0,1,0
ESP-La Liga,2324,Rayo Vallecano,Óscar Trejo,ARG,"FW,MF",35-299,1988,10.4,45,4.32,32,4,0,3,5,1,5,0.48,2,0,0,2,1,0
